itemDescription,Member_number,Date
eggs,58,2030-04-17
chicken,19,2036-08-09
salmon,49,2025-08-26
yogurt,64,2035-07-11
cereal,4,2026-10-22
salmon,64,2034-10-23
pasta,55,2031-04-17
potato chips,16,2023-08-22
potato chips,44,2029-08-14
chicken,33,2024-06-15
milk,87,2024-12-06
vinegar,33,2034-06-30
juice,88,2035-10-21
butter,36,2035-04-07
eggs,84,2024-01-26
vinegar,87,2035-08-23
soda,63,2028-06-04
flour,40,2034-07-23
flour,78,2030-12-11
ice cream,4,2032-07-06
eggs,67,2032-10-16
eggs,51,2027-09-16
rice,84,2027-05-01
chicken,93,2028-09-09
juice,2,2025-04-27
pasta,6,2024-01-13
flour,84,2030-07-26
potato chips,7,2026-07-24
ice cream,16,2025-12-17
salmon,33,2034-06-30
butter,56,2023-08-17
juice,44,2023-06-25
cereal,15,2031-03-23
sugar,57,2033-08-20
chicken,82,2027-05-18
rice,74,2031-11-05
juice,52,2026-05-28
eggs,10,2030-12-24
flour,56,2031-06-25
juice,13,2030-05-06
sugar,98,2034-11-04
olive oil,18,2024-11-18
eggs,29,2027-08-18
olive oil,98,2025-07-21
cereal,68,2033-01-20
bread,74,2032-05-14
juice,15,2029-10-11
cereal,39,2028-08-02
juice,24,2023-07-10
eggs,36,2032-05-03
potato chips,9,2027-10-23
yogurt,23,2026-10-25
potato chips,31,2034-10-01
beef,61,2036-09-05
juice,95,2033-08-16
eggs,17,2036-02-23
vinegar,81,2031-10-10
cereal,85,2032-02-07
sugar,67,2034-10-05
vinegar,45,2027-09-18
chocolate,90,2036-04-25
salmon,5,2025-10-02
flour,61,2032-03-16
flour,89,2026-03-17
eggs,64,2036-01-20
chicken,6,2025-11-20
salmon,56,2028-02-03
cereal,71,2031-12-13
juice,61,2029-02-28
potato chips,44,2023-06-25
bread,8,2033-09-09
vinegar,97,2023-03-16
potato chips,84,2031-10-20
olive oil,6,2026-08-13
eggs,8,2034-12-19
chicken,11,2026-10-30
pasta,23,2030-09-05
potato chips,44,2035-11-21
beef,9,2024-11-04
chocolate,14,2033-02-27
eggs,89,2036-07-12
beef,72,2032-07-05
yogurt,74,2028-11-29
juice,63,2025-01-11
chocolate,69,2027-06-06
onions,57,2023-03-30
sugar,10,2032-06-24
yogurt,96,2036-07-31
chicken,61,2036-03-15
flour,6,2033-03-07
sugar,93,2035-08-12
juice,78,2023-06-14
potato chips,65,2030-08-06
juice,72,2031-02-25
pasta,20,2032-11-25
onions,33,2032-11-16
eggs,10,2033-06-28
ice cream,99,2030-09-26
potato chips,21,2024-12-26
vinegar,97,2027-07-04
apples,40,2031-01-21
eggs,40,2031-07-17
juice,64,2024-12-07
chicken,46,2029-08-24
juice,51,2033-04-02
chicken,34,2029-12-15
chicken,33,2025-06-11
milk,36,2028-03-02
flour,64,2030-08-27
beef,43,2029-06-24
potatoes,98,2030-10-26
pasta,50,2032-05-08
juice,31,2033-01-17
potato chips,23,2032-07-30
milk,62,2035-08-30
eggs,60,2028-04-08
juice,71,2031-12-13
ice cream,27,2035-06-10
olive oil,6,2034-04-23
chocolate,13,2033-01-19
salmon,70,2035-12-18
soda,48,2025-12-12
pasta,6,2032-05-31
butter,20,2032-06-02
butter,18,2028-07-23
chicken,22,2034-03-09
beef,71,2031-12-13
vinegar,71,2028-11-10
olive oil,11,2025-05-29
potatoes,8,2025-08-05
olive oil,95,2034-05-20
soda,18,2030-05-17
vinegar,11,2036-09-06
chocolate,35,2033-07-30
bananas,43,2036-04-28
olive oil,34,2034-08-30
tomatoes,8,2034-12-19
potato chips,84,2028-12-08
salmon,81,2034-12-20
cereal,56,2032-09-18
cereal,45,2023-08-03
vinegar,38,2031-03-28
olive oil,71,2033-05-12
juice,87,2036-07-20
potato chips,10,2023-09-08
juice,60,2031-03-13
ice cream,6,2033-03-07
ice cream,81,2023-12-15
butter,14,2034-11-13
pasta,68,2023-12-17
salmon,35,2026-01-24
juice,46,2031-06-26
sugar,36,2028-04-11
eggs,7,2032-01-08
beef,39,2027-09-15
pasta,88,2029-11-26
vinegar,35,2027-10-25
butter,60,2036-05-16
cereal,85,2025-10-18
chicken,27,2025-04-23
chicken,70,2026-09-05
salmon,60,2031-09-13
pasta,60,2031-09-13
juice,88,2028-02-17
carrots,86,2030-03-16
beef,89,2023-03-01
vinegar,16,2029-01-03
tomatoes,1,2028-07-02
eggs,18,2035-11-22
tomatoes,69,2036-08-10
flour,25,2023-06-13
chicken,96,2034-07-11
juice,73,2027-08-16
cereal,59,2025-12-20
rice,91,2026-08-21
salmon,35,2033-04-15
flour,48,2025-07-22
potato chips,96,2035-09-25
olive oil,39,2030-05-14
juice,25,2032-03-02
tomatoes,23,2029-11-12
pasta,80,2024-05-25
beef,9,2025-07-30
rice,5,2032-11-22
ice cream,54,2035-12-31
beef,65,2029-10-13
cereal,10,2033-02-26
pasta,45,2035-04-26
salmon,35,2026-05-03
sugar,67,2032-08-01
juice,1,2027-01-20
olive oil,82,2032-12-30
bread,30,2028-09-16
salmon,85,2035-06-16
apples,79,2025-10-15
potato chips,2,2036-08-20
bread,38,2029-05-05
beef,13,2033-12-29
olive oil,75,2032-12-27
soda,62,2029-05-13
potato chips,35,2026-05-03
rice,47,2034-04-13
vinegar,73,2030-10-29
chicken,68,2025-02-08
juice,16,2024-03-14
carrots,54,2028-12-01
flour,8,2023-06-17
potato chips,51,2025-07-31
beef,52,2032-11-26
pasta,99,2036-04-27
butter,20,2032-02-14
juice,3,2028-01-01
pasta,14,2032-01-10
bread,15,2027-03-24
cookies,31,2034-09-01
juice,15,2035-06-05
pasta,97,2028-07-27
eggs,8,2029-08-08
rice,87,2035-08-15
flour,42,2034-08-22
juice,94,2027-10-01
cereal,92,2032-04-02
juice,10,2036-06-05
olive oil,80,2036-07-27
cereal,34,2026-11-15
rice,65,2032-04-24
potato chips,99,2027-02-04
chicken,15,2023-02-08
chicken,48,2034-11-16
juice,64,2035-07-11
potato chips,29,2027-12-19
yogurt,30,2029-04-10
vinegar,19,2027-12-06
cereal,94,2029-10-03
butter,76,2033-12-12
flour,2,2031-02-10
bread,9,2035-02-07
sugar,22,2034-03-09
pasta,78,2031-11-21
vinegar,49,2034-10-13
olive oil,39,2025-04-14
cookies,42,2027-07-12
juice,71,2023-08-09
cheese,1,2023-11-06
eggs,26,2025-02-20
juice,74,2024-01-14
yogurt,20,2033-10-30
pasta,35,2023-01-08
milk,9,2035-01-16
potato chips,42,2032-03-15
vinegar,62,2029-09-13
salmon,20,2031-11-23
tomatoes,45,2035-04-26
cereal,10,2033-06-13
chicken,56,2034-12-17
vinegar,28,2024-08-04
cereal,84,2028-12-08
potato chips,2,2026-04-30
pasta,80,2030-12-10
bananas,82,2032-12-30
cereal,89,2034-05-14
potatoes,28,2030-03-30
eggs,2,2029-12-21
chicken,91,2027-12-08
salmon,97,2023-03-04
salmon,3,2023-09-24
vinegar,84,2026-08-29
beef,19,2028-04-15
pasta,12,2023-12-20
ice cream,82,2028-02-12
chicken,43,2024-06-24
juice,4,2026-10-06
chicken,8,2034-12-19
chicken,46,2030-02-12
vinegar,8,2025-08-05
butter,5,2025-01-12
pasta,90,2024-07-08
potato chips,12,2036-08-21
butter,85,2029-09-14
sugar,61,2035-11-24
potato chips,48,2035-04-28
rice,91,2032-07-15
milk,62,2023-07-27
apples,98,2025-07-21
potato chips,50,2035-08-03
cereal,79,2027-11-12
cereal,88,2035-07-27
vinegar,7,2029-08-26
chicken,62,2029-07-13
pasta,22,2034-03-09
chicken,91,2028-02-02
milk,80,2032-12-05
pasta,36,2030-07-12
cereal,96,2031-06-16
juice,69,2035-09-27
beef,41,2036-01-01
soda,68,2034-04-02
cereal,45,2031-06-06
potato chips,81,2026-07-15
salmon,29,2024-03-23
flour,21,2028-06-17
eggs,32,2024-12-05
chicken,31,2034-02-01
tomatoes,14,2023-08-08
vinegar,47,2033-07-02
chocolate,94,2036-01-30
eggs,99,2028-06-02
juice,64,2026-02-03
vinegar,97,2034-06-21
rice,30,2023-08-28
salmon,45,2032-03-04
bread,54,2034-01-22
eggs,34,2030-07-03
chicken,17,2035-06-15
carrots,67,2028-01-11
potato chips,57,2036-04-19
potato chips,9,2034-10-30
juice,63,2028-06-04
bananas,69,2025-06-14
rice,37,2026-06-05
potato chips,92,2027-11-15
vinegar,71,2032-03-06
bread,1,2035-01-18
olive oil,77,2027-09-21
bread,82,2034-02-20
chicken,54,2034-07-18
juice,35,2033-09-02
juice,63,2026-10-21
eggs,84,2034-06-14
sugar,69,2034-08-18
yogurt,81,2030-08-14
milk,11,2025-05-29
eggs,48,2023-10-31
juice,75,2025-12-14
chicken,99,2033-10-10
sugar,77,2023-05-10
chocolate,26,2028-09-10
salmon,97,2034-06-21
bananas,25,2033-03-02
milk,82,2028-08-08
potato chips,66,2023-09-01
juice,65,2027-06-09
cookies,66,2031-05-04
eggs,68,2028-05-29
salmon,87,2034-04-26
potato chips,58,2030-04-17
flour,96,2032-03-26
yogurt,54,2029-03-29
potatoes,81,2026-04-07
chicken,46,2036-08-26
rice,92,2025-10-01
vinegar,76,2032-05-09
vinegar,52,2035-04-23
juice,41,2025-06-02
juice,58,2028-01-07
potato chips,47,2035-07-06
beef,65,2027-10-09
beef,9,2024-10-04
beef,59,2034-03-10
bread,73,2034-02-06
juice,69,2035-01-15
cereal,55,2023-04-17
salmon,59,2030-09-07
carrots,2,2027-09-01
salmon,34,2031-12-08
eggs,59,2026-08-15
juice,83,2028-03-22
potato chips,26,2031-10-17
cereal,31,2024-12-25
rice,83,2032-09-26
yogurt,35,2029-02-21
eggs,4,2028-07-30
vinegar,77,2031-06-08
yogurt,34,2030-07-03
beef,47,2033-09-24
chicken,12,2029-05-11
eggs,69,2023-10-18
potato chips,69,2029-12-09
beef,87,2027-12-26
potato chips,66,2026-06-04
beef,75,2026-08-30
cereal,31,2024-08-24
bread,70,2036-08-13
beef,20,2024-06-22
pasta,17,2036-02-23
chocolate,5,2036-02-20
chicken,78,2023-06-14
pasta,85,2031-04-29
yogurt,62,2024-07-04
eggs,65,2031-08-25
flour,86,2031-08-28
yogurt,62,2027-04-07
eggs,35,2034-02-10
vinegar,94,2029-07-20
vinegar,38,2026-11-16
eggs,64,2026-02-03
rice,25,2031-02-06
yogurt,21,2024-12-26
eggs,56,2027-10-29
beef,58,2035-10-29
chicken,21,2034-07-28
yogurt,69,2036-08-10
milk,31,2034-10-01
ice cream,68,2031-05-31
cheese,37,2023-04-08
chicken,81,2031-12-14
chicken,43,2036-02-26
cereal,84,2025-09-13
carrots,57,2028-04-12
milk,94,2027-10-01
ice cream,77,2027-01-25
beef,56,2023-05-15
juice,2,2030-01-18
vinegar,73,2032-05-21
eggs,50,2033-06-03
potato chips,43,2034-03-11
eggs,41,2030-11-08
milk,29,2024-11-22
sugar,54,2034-10-28
pasta,29,2027-06-12
salmon,53,2027-09-19
chicken,4,2035-01-03
vinegar,46,2034-10-27
olive oil,38,2025-01-22
butter,83,2034-04-10
bread,74,2023-10-26
salmon,14,2028-10-26
potato chips,36,2031-10-05
chicken,34,2032-03-14
milk,33,2024-02-01
salmon,56,2028-07-18
potato chips,47,2031-02-28
juice,8,2033-06-04
salmon,5,2024-03-07
yogurt,11,2025-05-29
juice,81,2035-11-17
flour,27,2027-10-22
yogurt,34,2035-01-10
salmon,15,2029-01-06
rice,67,2024-08-13
cereal,50,2026-06-06
vinegar,4,2029-07-28
cereal,43,2034-04-21
soda,56,2025-09-17
bread,10,2028-05-17
rice,81,2035-09-24
potato chips,9,2031-07-16
yogurt,81,2023-05-26
salmon,56,2035-04-03
salmon,26,2030-03-01
eggs,47,2029-05-10
bread,20,2023-08-01
chocolate,70,2034-07-26
yogurt,99,2035-09-14
rice,79,2036-05-12
sugar,25,2027-11-22
cereal,94,2029-07-20
ice cream,96,2031-11-15
potato chips,89,2026-03-17
butter,55,2033-09-17
beef,39,2025-06-21
cereal,72,2031-02-25
chicken,19,2023-03-06
olive oil,57,2033-08-20
bread,47,2033-09-24
eggs,49,2036-02-10
vinegar,78,2030-12-27
juice,41,2028-02-24
vinegar,65,2032-04-24
olive oil,10,2033-02-26
bread,34,2034-08-30
eggs,99,2025-05-04
onions,79,2024-11-08
olive oil,6,2033-11-03
chicken,17,2024-11-03
eggs,52,2034-03-15
juice,30,2029-01-01
apples,91,2025-01-06
cereal,50,2033-03-03
vinegar,39,2028-01-12
eggs,29,2023-12-02
rice,68,2031-05-30
soda,17,2035-06-15
flour,35,2033-04-15
soda,95,2033-09-13
chocolate,99,2029-07-09
vinegar,67,2031-05-01
chicken,86,2029-03-12
butter,62,2029-01-31
sugar,84,2026-08-29
cereal,52,2029-12-03
eggs,91,2024-04-13
beef,9,2028-05-31
pasta,76,2028-06-22
pasta,81,2023-08-27
bread,79,2027-11-12
bananas,9,2027-08-12
chicken,70,2030-05-02
pasta,63,2033-01-30
juice,58,2031-04-01
beef,23,2029-09-24
rice,87,2027-01-24
juice,7,2026-03-08
potato chips,77,2031-06-08
beef,27,2031-06-27
milk,36,2031-10-05
carrots,50,2029-04-12
rice,2,2023-02-20
vinegar,94,2030-09-14
potato chips,11,2028-07-14
pasta,64,2035-08-24
carrots,77,2031-04-26
yogurt,91,2024-03-18
juice,64,2035-06-09
juice,8,2034-06-20
soda,40,2023-07-25
yogurt,12,2023-02-13
ice cream,15,2027-08-04
vinegar,59,2036-02-06
eggs,72,2023-03-13
eggs,34,2030-01-30
potato chips,39,2033-02-11
vinegar,84,2034-05-11
rice,38,2031-07-27
vinegar,44,2023-12-24
potato chips,70,2025-08-12
bananas,75,2033-07-11
beef,99,2034-02-21
bread,7,2027-03-30
juice,9,2029-09-01
chicken,19,2036-08-09
yogurt,20,2028-12-15
tomatoes,79,2025-05-28
vinegar,25,2030-04-10
salmon,9,2025-05-08
chocolate,18,2025-05-07
eggs,56,2032-05-01
potato chips,24,2036-07-29
salmon,94,2031-06-22
butter,30,2027-12-27
pasta,96,2027-07-17
yogurt,47,2026-02-08
sugar,67,2035-12-05
eggs,62,2031-01-03
rice,77,2025-02-01
chocolate,83,2035-10-19
yogurt,34,2034-04-11
pasta,78,2023-06-14
eggs,81,2031-10-10
juice,78,2029-06-11
vinegar,79,2036-05-12
olive oil,62,2027-07-19
potato chips,61,2023-06-15
potatoes,92,2030-02-03
juice,20,2024-07-25
eggs,14,2023-03-15
juice,18,2035-05-02
pasta,33,2026-12-15
potato chips,83,2032-09-26
chocolate,19,2029-10-17
eggs,14,2030-04-01
soda,58,2035-12-26
rice,61,2034-01-03
yogurt,25,2028-05-12
potato chips,14,2030-04-01
juice,83,2032-09-26
rice,48,2026-07-07
juice,65,2031-06-09
potato chips,79,2030-04-06
carrots,49,2029-06-25
olive oil,69,2029-06-13
soda,3,2032-08-27
olive oil,19,2034-08-16
potato chips,27,2025-03-15
eggs,80,2029-02-01
beef,83,2034-09-12
chicken,62,2027-04-13
ice cream,82,2029-01-27
ice cream,16,2036-01-09
ice cream,26,2027-08-17
soda,68,2033-02-17
juice,57,2033-08-20
olive oil,66,2031-05-04
potato chips,27,2024-04-21
butter,19,2030-09-15
olive oil,16,2032-01-29
ice cream,49,2031-10-27
eggs,46,2036-08-26
ice cream,83,2026-10-04
butter,35,2030-10-07
bread,35,2031-12-29
chicken,17,2026-09-06
potato chips,73,2035-01-02
salmon,61,2023-07-12
juice,64,2036-01-20
cheese,25,2034-12-22
soda,37,2024-11-27
chocolate,94,2029-06-01
juice,88,2036-09-02
juice,82,2035-03-19
potato chips,57,2036-04-19
vinegar,2,2036-08-20
eggs,63,2029-01-29
cereal,10,2029-06-21
pasta,1,2024-08-10
rice,42,2025-09-25
salmon,91,2027-06-11
eggs,6,2026-08-13
cereal,51,2034-08-04
milk,82,2024-04-08
flour,22,2032-06-10
chocolate,77,2025-11-18
soda,39,2023-01-27
vinegar,94,2029-06-01
chicken,18,2028-07-23
pasta,68,2027-05-24
apples,77,2030-03-29
juice,62,2029-01-31
eggs,97,2033-12-05
eggs,89,2029-07-22
eggs,71,2024-04-02
vinegar,8,2028-08-13
juice,75,2034-02-17
beef,35,2025-03-23
chicken,27,2032-11-10
chicken,62,2035-12-27
eggs,89,2032-12-10
vinegar,24,2033-12-19
cereal,10,2032-06-24
soda,77,2024-02-21
juice,27,2036-06-03
olive oil,9,2035-01-16
soda,21,2028-06-15
olive oil,39,2026-11-17
cereal,9,2030-06-23
tomatoes,71,2030-03-08
soda,4,2034-03-07
chocolate,78,2029-05-21
olive oil,51,2031-08-20
butter,98,2031-05-13
salmon,60,2034-07-10
potato chips,48,2025-12-12
chicken,57,2034-07-31
eggs,88,2027-04-18
vinegar,50,2027-04-26
potato chips,48,2034-07-29
juice,4,2025-03-12
yogurt,6,2026-09-25
salmon,37,2030-06-07
eggs,58,2028-04-16
flour,5,2032-07-28
sugar,82,2025-11-26
beef,96,2034-04-09
potato chips,56,2036-07-26
salmon,55,2034-11-26
beef,93,2030-01-05
eggs,74,2034-01-01
salmon,23,2025-05-16
potato chips,84,2026-05-31
olive oil,6,2034-06-19
onions,58,2027-04-17
vinegar,76,2032-05-09
ice cream,23,2029-09-24
olive oil,49,2034-03-17
flour,73,2024-03-03
cereal,63,2024-07-03
bread,41,2024-10-21
rice,58,2029-07-17
chicken,6,2026-08-13
yogurt,26,2023-04-15
salmon,48,2034-11-16
potato chips,81,2028-12-10
bananas,85,2031-02-22
vinegar,80,2035-11-27
chocolate,2,2035-10-12
cereal,48,2031-04-14
potatoes,73,2024-04-26
rice,70,2035-12-18
flour,43,2035-08-31
soda,29,2024-06-02
vinegar,36,2033-05-26
potato chips,64,2026-10-29
rice,97,2028-07-27
rice,47,2033-12-16
chicken,2,2034-11-30
flour,89,2034-05-14
rice,22,2027-11-03
cereal,83,2023-07-30
ice cream,62,2029-01-31
carrots,37,2032-03-30
bread,20,2033-10-30
apples,32,2034-11-24
sugar,76,2032-05-09
yogurt,31,2026-11-18
salmon,88,2035-07-27
rice,44,2027-08-13
chicken,43,2029-02-15
flour,76,2023-07-06
salmon,86,2033-07-31
sugar,40,2032-12-03
rice,64,2023-04-07
yogurt,15,2035-10-06
rice,7,2025-02-24
beef,57,2023-07-19
juice,35,2029-02-21
flour,63,2034-03-23
chicken,44,2025-06-06
chocolate,33,2031-02-05
juice,5,2033-11-23
chocolate,13,2030-07-22
juice,28,2028-03-18
potato chips,51,2023-07-21
chicken,54,2023-12-14
flour,24,2032-11-13
cereal,88,2036-07-04
beef,91,2024-04-13
tomatoes,48,2030-04-23
vinegar,6,2034-04-25
yogurt,92,2033-02-06
eggs,30,2026-07-03
chocolate,74,2025-02-21
eggs,62,2029-07-13
juice,33,2034-06-30
bananas,29,2032-01-02
juice,92,2025-10-01
rice,75,2030-05-15
beef,85,2035-05-08
beef,52,2035-01-28
sugar,93,2036-02-13
juice,69,2033-12-30
sugar,19,2036-07-30
yogurt,64,2029-05-15
eggs,3,2035-07-05
salmon,2,2026-04-30
chicken,8,2028-08-13
tomatoes,25,2034-12-22
potato chips,76,2033-12-12
cereal,45,2031-02-02
apples,61,2025-09-12
cheese,64,2026-02-03
pasta,80,2030-12-10
eggs,52,2024-01-15
eggs,56,2035-04-03
chicken,25,2035-09-03
potato chips,58,2029-07-15
potatoes,47,2023-01-30
eggs,77,2027-01-17
eggs,45,2035-04-26
olive oil,48,2028-03-27
eggs,19,2028-02-29
chicken,39,2034-10-22
chicken,7,2024-04-10
rice,54,2032-09-14
soda,31,2032-06-15
chicken,35,2034-12-16
flour,68,2027-02-25
juice,86,2030-11-02
soda,84,2027-06-20
salmon,74,2026-08-05
eggs,2,2031-10-23
potato chips,30,2028-09-16
bread,20,2032-06-18
potato chips,97,2029-11-30
ice cream,8,2034-06-20
eggs,57,2036-07-18
potato chips,51,2028-10-01
chicken,57,2036-04-19
olive oil,45,2024-08-12
rice,17,2024-01-02
flour,61,2034-01-03
juice,50,2035-04-21
ice cream,78,2031-08-16
rice,11,2030-12-05
beef,5,2035-08-05
chicken,19,2036-08-09
juice,77,2029-08-16
chocolate,85,2031-04-29
yogurt,16,2023-08-22
eggs,24,2026-11-22
ice cream,54,2031-08-21
juice,54,2030-03-28
juice,17,2026-09-06
chicken,57,2023-07-19
chocolate,1,2024-10-24
eggs,50,2035-04-21
olive oil,97,2034-12-07
milk,35,2027-04-11
salmon,31,2035-11-16
beef,38,2031-10-09
sugar,2,2029-12-21
beef,79,2031-08-10
olive oil,72,2023-03-13
chocolate,62,2031-01-03
vinegar,51,2035-01-31
olive oil,56,2024-12-14
sugar,90,2034-05-01
flour,67,2031-06-12
potato chips,42,2029-08-07
vinegar,97,2024-03-09
chocolate,49,2028-06-05
yogurt,14,2025-02-25
butter,22,2025-04-22
beef,42,2027-06-18
potato chips,93,2033-10-14
bread,41,2036-07-17
soda,63,2029-01-29
ice cream,50,2036-04-01
cereal,94,2030-09-14
yogurt,59,2029-05-20
eggs,42,2026-06-13
rice,31,2033-01-17
beef,50,2027-11-24
salmon,80,2034-04-14
vinegar,4,2029-03-19
potato chips,94,2029-07-20
salmon,89,2034-05-14
olive oil,6,2024-03-19
pasta,26,2028-09-08
beef,50,2028-07-07
beef,33,2028-04-03
rice,40,2034-05-09
juice,32,2025-03-26
pasta,37,2023-04-08
sugar,20,2033-10-30
potato chips,49,2030-11-21
yogurt,61,2025-09-12
beef,43,2024-05-12
vinegar,5,2024-02-10
juice,25,2030-04-10
flour,6,2034-04-25
juice,55,2033-02-22
carrots,87,2031-12-18
chocolate,47,2026-10-28
cheese,85,2033-03-15
bananas,38,2033-01-21
chicken,33,2028-12-17
juice,31,2034-10-01
yogurt,19,2028-04-15
potato chips,44,2027-08-13
chicken,56,2028-05-01
bread,9,2024-09-09
sugar,57,2027-02-22
vinegar,62,2035-12-27
juice,87,2033-01-31
potatoes,36,2026-09-21
cereal,9,2024-09-24
eggs,74,2026-05-18
chicken,25,2030-04-10
chicken,54,2028-12-01
bread,53,2029-12-31
olive oil,98,2030-02-21
eggs,59,2035-12-07
beef,75,2030-06-11
vinegar,37,2023-06-23
beef,98,2029-08-15
vinegar,54,2027-09-22
cheese,54,2032-12-24
juice,77,2034-01-23
eggs,98,2023-12-08
rice,79,2027-05-06
chicken,45,2023-04-28
eggs,97,2027-07-04
olive oil,5,2030-01-13
soda,80,2024-03-13
vinegar,15,2027-11-09
eggs,60,2031-09-13
olive oil,47,2024-08-05
salmon,63,2028-06-04
olive oil,3,2030-08-15
salmon,18,2031-10-02
flour,17,2025-04-04
eggs,9,2036-01-15
ice cream,11,2024-06-07
juice,52,2028-07-24
yogurt,66,2032-06-03
cereal,68,2027-12-03
beef,44,2035-11-21
beef,34,2024-12-08
potato chips,99,2029-05-16
potato chips,80,2029-07-24
chocolate,32,2033-03-12
chocolate,68,2035-02-21
sugar,59,2036-03-18
onions,55,2027-06-19
eggs,71,2024-05-10
eggs,75,2026-08-30
beef,31,2023-07-18
chicken,58,2030-04-09
bread,86,2025-02-03
apples,27,2024-05-22
beef,32,2035-03-05
bread,98,2023-09-21
potato chips,66,2031-05-04
pasta,10,2033-01-12
ice cream,5,2025-07-23
ice cream,44,2029-08-14
rice,51,2034-04-24
pasta,84,2026-10-05
butter,60,2031-09-13
juice,17,2026-05-22
beef,4,2028-04-10
butter,90,2028-10-27
salmon,17,2023-06-08
salmon,72,2034-07-09
milk,74,2028-11-20
rice,26,2028-09-08
eggs,60,2029-03-02
chocolate,31,2026-11-20
olive oil,89,2026-09-30
flour,36,2034-09-19
ice cream,68,2024-06-20
eggs,97,2024-11-20
yogurt,89,2032-02-03
bananas,19,2024-09-01
butter,59,2034-10-14
cereal,85,2033-08-02
eggs,63,2033-06-10
chocolate,12,2023-12-21
milk,85,2031-04-29
chocolate,11,2027-03-21
olive oil,56,2032-08-24
yogurt,70,2030-08-11
pasta,61,2032-05-18
salmon,82,2027-04-01
eggs,5,2035-03-07
soda,95,2024-05-27
ice cream,49,2036-01-10
rice,72,2028-11-26
juice,82,2033-05-10
chocolate,20,2031-11-23
potato chips,6,2029-02-14
juice,18,2027-12-31
milk,54,2036-08-08
potato chips,4,2031-11-13
milk,54,2034-11-21
juice,79,2036-04-03
salmon,81,2032-06-25
eggs,96,2034-11-15
sugar,66,2030-11-04
juice,19,2027-12-10
cereal,6,2023-11-23
yogurt,42,2028-10-03
onions,34,2035-01-19
potato chips,35,2023-01-08
potato chips,94,2029-07-20
soda,78,2029-06-11
eggs,79,2032-12-17
olive oil,42,2024-10-31
rice,37,2035-12-11
salmon,76,2032-03-11
cereal,22,2028-02-26
beef,20,2029-04-25
pasta,18,2028-10-31
soda,76,2032-05-09
chicken,78,2027-10-20
pasta,17,2024-07-13
flour,9,2029-09-01
pasta,39,2025-04-08
chicken,31,2035-03-13
salmon,80,2031-12-11
chicken,36,2026-09-21
pasta,86,2023-02-27
beef,56,2034-01-16
eggs,39,2029-05-04
rice,99,2034-10-31
cheese,64,2028-01-09
beef,8,2029-10-15
chocolate,44,2035-08-07
chicken,94,2034-10-12
potato chips,46,2036-08-01
salmon,27,2035-06-10
potato chips,48,2026-02-28
apples,20,2033-03-24
butter,17,2035-09-15
salmon,57,2028-03-11
eggs,50,2031-05-22
juice,3,2033-06-30
beef,3,2030-03-21
beef,90,2028-10-27
potato chips,23,2032-01-03
chicken,16,2023-11-11
chocolate,26,2030-03-01
bread,31,2031-04-07
butter,55,2031-09-29
salmon,81,2034-07-03
pasta,41,2031-11-25
milk,63,2027-09-14
salmon,61,2025-06-07
vinegar,34,2024-12-08
potato chips,89,2030-04-03
rice,59,2025-12-20
flour,92,2033-02-06
ice cream,4,2028-12-26
juice,9,2031-10-14
chocolate,29,2031-08-04
vinegar,96,2033-11-27
milk,70,2025-10-10
eggs,67,2026-08-19
potato chips,19,2028-11-27
potato chips,95,2036-08-16
chicken,31,2032-11-08
pasta,47,2032-12-07
eggs,8,2031-01-31
tomatoes,99,2025-12-09
juice,47,2031-12-30
juice,96,2034-02-12
potato chips,18,2032-03-31
butter,5,2032-09-24
juice,66,2033-04-26
bananas,92,2033-02-06
salmon,67,2034-10-05
eggs,77,2027-01-09
rice,3,2033-05-27
flour,92,2023-01-02
beef,5,2030-01-13
pasta,88,2029-11-26
rice,89,2029-07-22
cereal,81,2031-05-08
sugar,8,2031-01-31
juice,48,2028-07-13
milk,29,2030-06-03
soda,23,2030-04-08
yogurt,64,2026-08-04
juice,52,2031-10-31
juice,26,2031-10-17
cheese,83,2035-01-13
eggs,23,2033-11-14
beef,29,2030-06-03
bread,51,2034-09-28
potato chips,55,2031-09-14
flour,62,2024-11-11
juice,79,2027-05-06
ice cream,54,2030-03-28
chocolate,97,2028-07-27
ice cream,17,2035-01-05
flour,96,2034-10-04
salmon,66,2023-01-01
soda,54,2033-11-28
yogurt,80,2028-02-28
sugar,72,2023-04-26
ice cream,74,2025-02-21
salmon,56,2026-04-21
milk,87,2027-12-26
juice,61,2036-03-15
butter,36,2029-04-27
ice cream,99,2036-04-27
chicken,36,2028-09-17
chicken,34,2024-06-30
salmon,67,2023-03-29
pasta,82,2025-11-26
olive oil,15,2027-08-04
pasta,58,2028-01-07
pasta,84,2024-01-26
juice,48,2033-05-23
cereal,21,2033-12-26
milk,66,2029-01-25
eggs,81,2024-04-19
ice cream,49,2031-10-27
beef,35,2025-04-17
chicken,11,2031-07-28
vinegar,98,2028-06-30
apples,33,2028-12-17
chocolate,97,2032-05-23
butter,9,2035-04-13
rice,88,2035-03-16
rice,30,2023-08-28
juice,54,2036-08-08
cereal,59,2028-11-22
salmon,84,2026-05-31
potato chips,34,2032-09-04
flour,20,2028-03-31
milk,29,2023-08-15
olive oil,3,2025-05-25
pasta,12,2027-02-16
eggs,90,2024-07-19
ice cream,23,2033-11-10
salmon,59,2023-02-19
juice,32,2033-03-12
onions,13,2031-07-25
