itemDescription,Member_number,Date
yogurt,92,2024-04-24
bread,57,2034-05-24
butter,27,2026-11-02
juice,66,2025-05-19
pasta,32,2036-04-07
sugar,39,2023-01-27
soda,71,2033-06-12
bread,24,2025-01-10
ice cream,89,2030-04-03
cereal,21,2026-04-05
yogurt,34,2029-10-14
milk,9,2027-10-02
chocolate,59,2036-04-18
butter,60,2033-12-14
cereal,48,2028-03-27
butter,26,2030-07-20
soda,10,2026-07-14
bananas,39,2031-12-20
sugar,21,2029-12-30
cereal,78,2026-05-07
soda,95,2035-12-08
yogurt,89,2028-07-19
butter,46,2031-11-18
cereal,75,2031-12-07
ice cream,12,2024-07-27
eggs,61,2025-12-15
soda,59,2034-09-14
milk,7,2031-07-05
chocolate,48,2028-03-27
cereal,27,2024-09-21
onions,58,2031-09-26
cereal,84,2033-04-07
apples,41,2027-02-13
tomatoes,16,2025-10-28
tomatoes,33,2024-02-01
milk,67,2025-06-30
pasta,9,2030-10-10
ice cream,5,2032-07-28
ice cream,80,2032-12-23
carrots,76,2023-04-19
pasta,58,2028-01-07
flour,72,2025-08-02
milk,76,2027-08-01
sugar,86,2029-05-27
bananas,93,2025-08-13
chocolate,89,2029-11-17
yogurt,57,2023-03-30
chocolate,38,2030-11-29
ice cream,88,2028-08-06
ice cream,72,2032-07-05
juice,33,2026-04-04
soda,55,2027-05-15
ice cream,51,2030-02-23
milk,85,2032-07-04
cheese,13,2025-12-04
yogurt,36,2031-10-05
cereal,18,2024-09-06
chocolate,57,2036-07-18
soda,10,2028-04-09
onions,81,2036-04-14
flour,10,2033-06-27
chocolate,25,2033-05-20
milk,63,2027-11-19
chocolate,23,2023-06-29
eggs,73,2023-03-25
cereal,96,2031-11-06
sugar,82,2033-05-10
eggs,94,2036-02-21
tomatoes,35,2033-07-30
cereal,6,2033-10-13
butter,88,2028-08-06
flour,10,2028-03-10
rice,62,2031-02-14
chocolate,75,2024-09-15
sugar,81,2032-01-13
cereal,94,2027-04-14
butter,11,2027-01-08
apples,34,2028-09-06
chocolate,26,2034-03-20
yogurt,8,2034-05-12
chocolate,96,2027-02-10
tomatoes,20,2026-04-28
rice,69,2023-10-18
flour,30,2032-09-30
cereal,45,2027-04-22
chocolate,67,2026-09-24
milk,8,2033-03-20
yogurt,16,2036-08-29
flour,44,2029-08-14
bread,38,2025-05-23
chicken,6,2033-03-07
tomatoes,73,2036-01-27
yogurt,38,2030-11-29
flour,48,2034-03-16
chicken,39,2030-05-14
rice,87,2032-05-30
bread,97,2025-07-13
butter,54,2033-04-09
yogurt,16,2023-08-22
bread,30,2023-08-31
flour,13,2031-09-05
ice cream,81,2023-12-19
apples,63,2035-07-17
flour,55,2024-07-28
apples,37,2033-08-06
sugar,45,2024-09-23
butter,34,2036-05-10
bananas,61,2023-09-30
chocolate,48,2032-02-08
eggs,42,2033-12-10
milk,84,2034-05-11
soda,58,2036-07-28
bread,42,2024-10-31
flour,73,2035-08-29
eggs,63,2031-04-27
cereal,3,2024-04-27
pasta,6,2032-10-04
milk,6,2023-05-28
bread,9,2031-07-16
soda,58,2036-07-28
chocolate,41,2031-12-25
ice cream,3,2023-02-06
cereal,20,2026-06-24
carrots,36,2034-09-19
butter,7,2030-07-05
bread,26,2029-01-12
ice cream,66,2025-05-19
juice,90,2032-05-10
cereal,92,2029-06-27
cheese,21,2032-05-29
milk,92,2027-03-19
ice cream,66,2031-06-24
cereal,86,2033-07-31
chocolate,70,2030-01-12
sugar,71,2034-07-15
milk,70,2026-10-23
cereal,67,2036-08-18
juice,78,2031-11-21
potatoes,64,2036-01-20
sugar,18,2029-04-01
butter,27,2032-03-29
flour,31,2034-01-08
flour,1,2035-01-18
milk,94,2036-06-23
bananas,47,2031-02-28
flour,28,2030-04-26
flour,67,2030-11-25
yogurt,24,2030-04-02
milk,11,2029-05-06
yogurt,97,2028-08-19
sugar,49,2028-02-18
juice,38,2024-03-28
pasta,39,2025-04-08
flour,21,2029-12-30
milk,75,2025-06-13
pasta,70,2023-02-14
butter,34,2032-04-19
bread,71,2030-10-09
soda,88,2027-11-11
apples,7,2032-01-08
sugar,20,2031-08-01
flour,75,2030-06-11
sugar,51,2025-01-05
eggs,86,2030-03-16
soda,26,2026-09-19
milk,87,2034-05-26
ice cream,20,2031-07-22
carrots,62,2033-04-20
cereal,96,2028-03-08
butter,78,2032-04-12
chicken,1,2023-11-06
milk,67,2031-07-26
cereal,70,2028-12-12
ice cream,97,2024-03-09
yogurt,83,2025-11-09
sugar,13,2033-08-23
flour,26,2033-09-26
yogurt,50,2023-04-02
yogurt,11,2035-09-11
cereal,31,2026-11-18
cheese,68,2033-06-19
flour,62,2025-09-28
flour,68,2024-06-20
milk,68,2035-11-12
chocolate,6,2026-09-25
eggs,18,2030-05-17
cereal,81,2034-01-07
flour,43,2030-03-09
milk,83,2026-10-04
cereal,41,2027-03-26
flour,36,2033-05-26
ice cream,56,2025-06-15
ice cream,3,2026-08-27
bread,59,2035-09-10
soda,70,2036-03-09
ice cream,1,2028-12-30
milk,70,2033-04-22
potatoes,96,2027-07-17
soda,64,2028-01-09
juice,94,2027-10-01
cereal,83,2027-07-26
flour,74,2024-08-18
ice cream,28,2028-09-21
bananas,26,2029-01-12
sugar,81,2029-05-30
yogurt,61,2035-11-24
yogurt,54,2025-06-24
soda,97,2032-05-23
carrots,72,2034-10-08
ice cream,24,2033-05-29
butter,76,2031-06-21
cereal,47,2024-08-08
chocolate,92,2025-12-31
sugar,85,2030-10-12
cereal,29,2030-12-04
potatoes,84,2024-01-26
sugar,55,2033-01-04
soda,90,2032-02-04
cookies,24,2034-02-14
flour,47,2036-05-18
chicken,64,2023-09-04
ice cream,78,2028-09-12
bread,87,2035-08-15
flour,41,2028-06-29
chicken,93,2035-08-12
potatoes,31,2034-01-08
cereal,70,2033-04-23
carrots,59,2029-10-18
sugar,30,2032-01-31
cheese,57,2029-02-08
sugar,11,2033-02-18
cereal,47,2024-08-19
flour,99,2033-10-10
milk,22,2024-11-21
bread,49,2033-07-01
flour,90,2033-12-27
potatoes,6,2032-05-31
soda,42,2027-07-12
butter,53,2035-09-21
milk,69,2029-12-09
sugar,32,2033-03-19
milk,27,2031-04-20
ice cream,16,2032-01-29
cereal,24,2035-05-04
milk,96,2029-12-23
milk,41,2031-03-05
potatoes,19,2030-07-23
cereal,24,2023-07-10
chicken,92,2030-07-27
sugar,31,2032-07-24
bread,49,2033-08-13
onions,96,2032-03-26
bread,96,2032-02-27
flour,35,2030-10-07
tomatoes,91,2031-12-10
flour,93,2029-05-14
rice,7,2034-01-15
carrots,43,2033-07-24
sugar,70,2030-08-11
bananas,23,2033-11-14
yogurt,72,2030-04-30
potatoes,48,2026-03-22
soda,33,2025-06-11
tomatoes,97,2034-08-20
milk,54,2026-02-13
rice,15,2035-08-09
yogurt,36,2023-01-12
ice cream,55,2033-01-04
flour,47,2033-07-02
soda,75,2028-07-11
cereal,82,2026-08-03
milk,8,2024-09-16
ice cream,15,2031-01-28
butter,45,2027-09-18
bread,85,2031-01-22
ice cream,18,2024-09-06
sugar,84,2023-12-05
sugar,50,2026-12-07
flour,91,2032-07-21
tomatoes,72,2035-09-28
chocolate,37,2026-03-21
cheese,48,2025-03-08
butter,99,2028-10-22
flour,76,2031-06-21
cookies,35,2033-07-30
sugar,36,2032-05-03
sugar,79,2028-11-01
sugar,36,2036-08-11
flour,28,2027-05-14
bread,16,2036-01-09
soda,55,2032-08-30
ice cream,13,2031-07-25
cereal,86,2027-01-11
soda,3,2025-08-10
tomatoes,69,2036-08-10
bread,37,2029-07-02
yogurt,81,2029-10-07
cereal,99,2027-11-10
yogurt,92,2029-10-24
cereal,94,2024-08-14
butter,85,2034-10-10
bread,92,2033-05-02
butter,72,2025-04-12
chocolate,51,2030-01-16
ice cream,77,2030-05-12
cereal,94,2035-03-30
yogurt,72,2033-10-31
sugar,56,2034-12-21
ice cream,78,2035-11-04
sugar,36,2025-06-23
bread,96,2028-03-08
butter,99,2035-09-14
cereal,80,2024-05-25
bread,16,2026-03-18
sugar,7,2032-01-04
yogurt,16,2025-12-17
cheese,69,2033-12-30
chocolate,85,2033-03-17
milk,52,2027-05-17
soda,39,2024-11-23
eggs,75,2033-03-08
yogurt,51,2023-07-21
cookies,44,2029-08-25
butter,17,2024-07-13
flour,80,2027-08-05
butter,47,2024-08-05
cookies,39,2032-12-22
soda,24,2031-09-25
bread,94,2025-01-23
sugar,10,2027-02-28
cereal,40,2024-03-05
cereal,99,2024-08-21
ice cream,3,2029-02-19
bread,86,2023-02-27
yogurt,54,2027-09-22
bananas,6,2029-04-13
milk,43,2029-03-06
chocolate,15,2032-10-22
cereal,60,2028-02-06
onions,34,2024-10-10
ice cream,91,2031-12-10
cereal,75,2026-03-20
cereal,78,2023-06-14
sugar,52,2024-11-17
milk,26,2031-10-17
chicken,99,2030-07-18
sugar,45,2034-06-13
butter,29,2033-01-08
soda,79,2029-11-15
cereal,97,2029-11-30
soda,7,2029-03-21
ice cream,26,2029-03-15
juice,45,2028-12-05
cereal,34,2029-10-14
cereal,81,2035-07-28
soda,62,2035-06-22
butter,19,2029-08-23
soda,83,2026-11-01
soda,43,2029-01-05
juice,12,2032-06-20
bread,62,2032-03-08
ice cream,97,2033-12-05
cereal,22,2027-04-08
cereal,78,2023-06-14
soda,8,2030-03-17
carrots,90,2028-04-30
chicken,69,2032-10-20
ice cream,41,2029-04-30
carrots,24,2034-02-14
ice cream,67,2036-08-18
cereal,95,2029-09-09
cereal,96,2034-04-09
cereal,89,2028-07-19
soda,35,2034-07-22
butter,54,2031-03-30
soda,27,2035-05-22
sugar,7,2030-09-27
butter,58,2035-05-14
flour,37,2033-08-06
butter,34,2032-02-16
milk,61,2025-12-01
flour,10,2033-06-26
sugar,45,2027-04-22
butter,94,2036-02-21
chicken,31,2032-11-02
cereal,64,2031-04-21
yogurt,95,2035-12-08
yogurt,99,2030-07-18
flour,51,2034-04-24
eggs,74,2035-12-20
flour,15,2031-10-30
sugar,65,2024-06-06
onions,87,2034-08-10
pasta,6,2025-11-20
yogurt,12,2033-09-20
chocolate,72,2031-09-21
yogurt,1,2032-02-29
bananas,14,2024-01-28
ice cream,78,2035-12-16
ice cream,67,2025-09-27
chicken,18,2029-06-08
apples,54,2032-09-14
chocolate,79,2027-05-06
yogurt,34,2035-03-01
juice,32,2027-10-26
yogurt,79,2024-11-08
milk,88,2028-11-04
tomatoes,4,2036-02-25
yogurt,35,2026-03-10
flour,17,2032-01-11
bread,76,2034-10-09
juice,99,2028-04-22
sugar,61,2032-03-16
milk,5,2023-03-10
bread,44,2023-12-24
soda,90,2023-04-30
ice cream,99,2023-08-21
pasta,7,2025-03-03
eggs,70,2034-07-26
ice cream,82,2029-05-01
cookies,36,2028-09-17
flour,77,2031-03-20
yogurt,37,2030-05-16
chocolate,36,2025-11-06
yogurt,91,2026-07-26
flour,85,2035-02-01
onions,95,2032-02-13
yogurt,19,2028-05-06
bananas,86,2029-03-12
butter,54,2033-09-04
flour,69,2034-08-18
cereal,9,2034-07-01
milk,28,2030-08-09
flour,6,2034-04-25
sugar,62,2035-08-30
onions,37,2025-05-10
ice cream,56,2024-02-23
sugar,77,2023-04-13
yogurt,42,2033-01-10
bread,36,2031-02-20
sugar,12,2034-07-05
yogurt,8,2034-12-19
cereal,97,2029-11-30
ice cream,88,2030-12-03
flour,49,2034-03-28
flour,46,2035-01-21
butter,49,2030-11-21
pasta,36,2034-11-08
ice cream,73,2033-04-18
chicken,91,2036-04-16
cereal,85,2025-04-05
yogurt,10,2029-12-22
soda,64,2035-06-09
butter,6,2025-09-21
carrots,85,2023-04-23
juice,44,2027-05-30
cereal,51,2025-06-12
potatoes,40,2025-08-08
flour,14,2036-01-24
ice cream,26,2027-08-17
ice cream,95,2034-11-06
cereal,79,2024-10-27
soda,18,2027-03-13
bread,24,2035-05-29
cereal,57,2026-03-14
tomatoes,46,2028-04-06
soda,40,2027-05-02
cereal,2,2023-06-20
rice,76,2027-08-01
bananas,50,2031-05-22
butter,57,2033-08-20
yogurt,59,2025-12-20
flour,97,2030-02-06
potatoes,62,2023-08-26
cereal,70,2034-07-26
cereal,45,2024-01-31
butter,28,2023-05-21
chocolate,63,2033-06-16
sugar,52,2035-01-28
ice cream,53,2027-05-29
sugar,56,2028-12-21
milk,83,2034-01-21
ice cream,55,2023-08-24
ice cream,80,2029-06-04
ice cream,8,2032-05-26
carrots,66,2023-11-25
cookies,10,2035-05-18
juice,95,2033-08-16
cereal,74,2025-02-21
soda,91,2028-07-25
cereal,99,2036-01-12
cheese,19,2036-08-09
soda,1,2023-11-06
ice cream,21,2027-02-11
butter,34,2032-04-19
rice,5,2027-07-25
soda,97,2030-02-06
rice,31,2028-03-13
rice,97,2027-11-08
butter,6,2026-09-25
butter,48,2035-04-05
butter,48,2028-07-13
ice cream,75,2031-12-07
chocolate,21,2030-02-20
chocolate,86,2035-05-21
bread,2,2026-06-26
milk,53,2029-03-23
cereal,13,2027-12-29
soda,87,2035-08-23
bread,96,2035-08-11
bread,79,2031-08-10
carrots,58,2028-01-07
cereal,31,2028-03-13
carrots,15,2027-11-09
tomatoes,89,2026-04-24
flour,33,2031-10-06
flour,76,2030-08-17
chicken,14,2031-12-28
soda,6,2024-04-15
carrots,65,2027-06-16
bread,10,2035-12-24
yogurt,35,2028-07-31
bread,24,2028-10-15
soda,94,2026-04-25
sugar,27,2030-03-24
carrots,86,2030-03-16
potatoes,2,2024-06-13
soda,24,2033-05-29
ice cream,4,2036-02-25
yogurt,43,2029-01-05
yogurt,15,2023-03-28
carrots,31,2023-03-03
tomatoes,59,2034-07-13
chocolate,67,2024-08-27
chicken,92,2030-10-16
flour,73,2035-01-02
juice,45,2032-05-27
soda,38,2031-03-28
tomatoes,15,2032-06-12
bread,64,2026-02-26
bread,29,2023-08-12
chicken,14,2036-01-24
butter,65,2036-07-06
cereal,32,2027-03-29
potatoes,16,2036-07-03
potatoes,78,2034-08-17
cereal,51,2034-10-03
cookies,6,2036-02-09
chocolate,1,2024-10-24
ice cream,46,2030-10-02
ice cream,10,2026-08-18
sugar,77,2023-04-13
chicken,25,2025-03-13
cereal,94,2031-05-29
milk,83,2032-09-06
sugar,78,2036-04-24
chocolate,12,2034-07-05
ice cream,43,2033-07-24
flour,8,2034-07-12
butter,49,2031-05-16
cereal,82,2029-05-01
flour,24,2035-05-29
butter,7,2031-07-05
milk,10,2029-06-21
sugar,48,2025-03-29
sugar,55,2031-04-17
cereal,38,2029-12-17
yogurt,46,2033-02-03
flour,8,2033-03-20
milk,82,2035-10-13
yogurt,48,2034-11-16
milk,59,2031-03-24
cereal,55,2023-08-10
flour,65,2035-08-18
cereal,34,2034-08-30
butter,27,2033-09-27
butter,6,2031-12-24
cereal,18,2034-09-26
cheese,26,2026-10-24
butter,71,2024-05-10
cereal,50,2035-08-03
flour,31,2023-05-01
yogurt,7,2030-08-25
milk,96,2032-12-08
flour,3,2034-02-04
butter,56,2026-12-31
ice cream,42,2032-08-23
flour,54,2023-11-01
soda,87,2035-08-15
carrots,60,2023-02-04
flour,45,2031-06-06
soda,29,2027-12-19
sugar,80,2034-10-24
chocolate,49,2034-03-28
soda,65,2029-02-23
bread,11,2033-02-18
flour,61,2025-02-27
cheese,75,2034-05-21
cereal,68,2031-02-17
sugar,4,2033-05-28
yogurt,23,2024-07-15
bread,23,2036-09-04
tomatoes,8,2023-12-01
carrots,27,2023-12-31
soda,65,2027-10-08
bread,22,2024-11-21
butter,35,2030-11-18
milk,96,2027-04-20
yogurt,27,2032-11-10
bananas,89,2033-05-09
ice cream,60,2032-12-12
sugar,33,2031-10-06
cereal,89,2023-02-15
chocolate,52,2027-10-13
eggs,44,2023-05-20
cereal,49,2030-06-22
flour,53,2029-12-31
ice cream,41,2027-02-26
sugar,87,2024-11-29
bread,83,2034-04-10
cereal,34,2027-01-03
milk,22,2032-07-20
flour,28,2023-09-09
cheese,81,2030-12-20
soda,14,2027-10-04
yogurt,72,2034-10-08
ice cream,46,2032-05-22
cereal,59,2034-03-10
butter,84,2024-11-26
rice,7,2027-12-20
potatoes,25,2027-09-24
yogurt,88,2031-10-12
flour,4,2033-05-28
chocolate,54,2035-12-31
cereal,31,2029-05-24
sugar,74,2024-08-18
bananas,54,2027-07-27
flour,84,2030-07-26
yogurt,9,2025-12-30
sugar,38,2027-01-21
chocolate,59,2034-09-14
sugar,67,2035-12-05
soda,5,2035-05-07
ice cream,33,2024-03-17
butter,24,2034-11-18
soda,59,2035-09-10
cereal,72,2032-12-02
chocolate,74,2027-07-31
milk,95,2035-01-20
cereal,90,2036-04-25
cheese,7,2032-03-27
sugar,20,2034-06-05
cereal,72,2025-08-02
chocolate,42,2025-09-25
ice cream,85,2032-07-04
pasta,66,2033-04-26
butter,40,2028-11-28
chocolate,43,2024-05-12
ice cream,58,2024-11-10
flour,17,2024-07-22
butter,32,2024-12-05
flour,86,2028-11-17
bananas,36,2025-06-23
cereal,65,2032-10-05
cereal,53,2031-06-15
chocolate,71,2024-03-10
eggs,76,2031-05-02
yogurt,48,2024-03-20
cereal,88,2028-11-04
onions,30,2028-09-16
flour,14,2024-03-08
sugar,94,2026-04-25
onions,76,2031-01-14
cereal,94,2029-10-03
butter,76,2028-06-22
bread,89,2028-06-20
bread,89,2036-02-29
carrots,48,2032-06-07
flour,1,2035-01-18
sugar,8,2030-01-27
flour,48,2033-05-23
yogurt,41,2025-01-19
ice cream,27,2030-04-14
milk,92,2031-02-16
sugar,32,2036-07-21
sugar,62,2031-03-10
milk,72,2033-09-11
sugar,9,2033-08-25
cereal,38,2036-08-02
ice cream,26,2028-09-10
cereal,83,2023-07-30
cereal,70,2033-03-09
yogurt,40,2023-07-25
tomatoes,7,2034-01-15
butter,64,2035-06-09
sugar,88,2030-12-03
bananas,2,2031-01-24
cereal,33,2027-03-12
yogurt,95,2031-07-11
pasta,35,2030-11-18
cereal,87,2036-02-17
flour,10,2033-02-26
soda,12,2023-01-06
cereal,65,2030-02-24
yogurt,26,2028-03-06
cereal,45,2034-06-13
yogurt,87,2034-04-26
cheese,56,2028-02-03
bread,58,2027-04-17
tomatoes,36,2033-05-26
soda,62,2036-06-27
cereal,64,2033-09-22
milk,2,2023-06-27
flour,13,2025-06-27
milk,79,2036-05-12
flour,35,2033-11-25
juice,48,2028-07-13
sugar,76,2027-08-01
ice cream,5,2027-07-25
cereal,33,2026-04-04
butter,26,2026-09-19
yogurt,43,2029-11-09
milk,90,2036-04-25
chocolate,96,2036-07-31
sugar,34,2032-09-01
juice,19,2029-04-04
bread,7,2026-07-12
sugar,68,2028-09-26
soda,69,2035-11-07
yogurt,85,2030-06-06
butter,69,2034-08-18
chocolate,59,2032-08-22
flour,22,2026-02-23
butter,22,2025-05-26
milk,1,2027-05-26
cereal,47,2027-03-10
butter,97,2031-08-17
chocolate,93,2027-04-27
ice cream,13,2030-05-06
chocolate,84,2025-01-13
bananas,29,2024-02-03
flour,96,2023-09-19
rice,37,2023-09-27
cereal,85,2033-03-17
onions,62,2028-10-24
cereal,93,2035-09-17
yogurt,4,2029-09-06
onions,49,2027-02-17
butter,85,2034-05-16
bread,85,2032-08-07
pasta,17,2026-09-06
rice,25,2026-12-17
cereal,83,2023-08-05
sugar,65,2027-10-08
bread,65,2036-07-06
tomatoes,95,2026-03-26
butter,57,2036-07-18
chocolate,20,2030-03-26
cookies,59,2025-07-07
cereal,21,2033-12-26
soda,28,2029-08-21
cookies,87,2030-12-02
ice cream,96,2035-08-11
potatoes,73,2033-05-31
cereal,87,2025-11-02
potatoes,73,2027-08-16
flour,26,2036-09-03
chocolate,35,2027-10-25
milk,75,2025-12-14
cookies,34,2025-11-25
soda,38,2031-03-28
cereal,4,2032-07-06
bananas,53,2031-09-27
bread,57,2031-12-23
flour,22,2030-12-28
pasta,36,2033-04-13
bread,22,2026-05-12
cereal,87,2028-12-22
ice cream,1,2030-04-13
potatoes,86,2035-03-23
ice cream,77,2033-10-22
soda,83,2023-11-27
cereal,39,2032-04-09
chocolate,87,2028-12-22
chocolate,25,2036-05-28
cereal,78,2034-02-15
yogurt,33,2036-01-16
milk,16,2023-02-09
flour,8,2029-06-22
milk,3,2025-08-10
soda,36,2025-06-23
bread,61,2031-04-25
milk,49,2030-06-22
flour,36,2033-11-18
flour,4,2036-02-25
ice cream,19,2030-07-23
ice cream,20,2026-08-22
cereal,13,2031-03-15
yogurt,17,2029-04-20
ice cream,13,2027-10-18
eggs,11,2033-05-16
soda,79,2033-08-11
milk,70,2025-04-16
cereal,42,2033-01-10
rice,18,2026-07-29
milk,32,2024-11-09
butter,17,2024-01-24
soda,42,2029-08-07
carrots,14,2026-09-27
cereal,62,2026-07-01
sugar,36,2031-10-05
flour,46,2033-08-18
cereal,68,2036-06-09
butter,25,2024-12-02
chicken,19,2029-12-04
pasta,72,2028-02-19
flour,21,2028-06-15
flour,52,2034-06-23
ice cream,9,2026-03-07
soda,34,2031-12-08
cereal,15,2029-01-06
flour,68,2025-02-08
sugar,91,2034-05-31
tomatoes,63,2026-01-07
soda,36,2025-08-23
yogurt,91,2034-05-31
flour,36,2025-03-30
milk,34,2035-01-10
sugar,2,2023-02-20
cereal,68,2031-05-30
tomatoes,63,2026-01-07
milk,5,2029-08-11
tomatoes,52,2031-10-31
ice cream,47,2026-07-22
cereal,4,2025-12-25
butter,70,2028-12-12
butter,46,2026-07-11
ice cream,4,2031-11-13
butter,92,2023-10-27
ice cream,35,2030-11-18
bananas,82,2031-07-15
cereal,78,2023-06-14
bread,47,2024-06-14
yogurt,22,2030-03-19
sugar,62,2030-02-28
sugar,57,2025-08-22
cookies,69,2035-01-15
chicken,27,2035-06-10
flour,81,2030-12-20
chicken,4,2032-06-28
chocolate,84,2027-05-01
cookies,13,2028-10-12
butter,56,2035-10-03
pasta,13,2027-02-09
flour,46,2027-12-22
butter,25,2025-01-29
cookies,58,2027-09-08
flour,26,2034-03-20
milk,76,2031-11-27
chocolate,53,2025-06-25
soda,18,2029-04-01
ice cream,33,2035-09-23
yogurt,23,2024-07-15
cereal,38,2028-01-28
ice cream,95,2033-02-16
ice cream,43,2028-09-01
cereal,28,2026-01-15
milk,18,2029-06-08
juice,75,2026-03-12
ice cream,36,2026-05-09
bananas,20,2029-05-22
milk,40,2033-07-28
yogurt,2,2023-06-27
carrots,54,2024-08-26
onions,70,2036-06-14
sugar,24,2026-11-10
cereal,56,2024-02-23
sugar,31,2024-08-24
tomatoes,95,2027-08-22
cereal,85,2035-04-29
yogurt,14,2036-01-24
sugar,87,2031-02-03
butter,32,2027-10-26
chicken,36,2025-11-06
rice,32,2027-10-26
rice,29,2036-03-08
apples,92,2025-10-01
cereal,89,2035-02-20
sugar,11,2030-12-05
bananas,7,2034-03-24
tomatoes,25,2027-09-24
potatoes,9,2031-07-16
ice cream,83,2035-11-23
tomatoes,27,2030-03-24
sugar,76,2029-11-02
yogurt,22,2034-03-09
milk,57,2030-09-04
flour,33,2028-04-03
yogurt,87,2024-11-29
chocolate,78,2033-07-09
carrots,62,2035-06-22
butter,51,2035-04-18
butter,27,2033-09-27
ice cream,66,2025-04-07
milk,90,2036-04-25
soda,3,2029-02-19
butter,57,2025-10-19
bread,6,2030-10-23
bread,40,2031-07-17
cookies,94,2027-08-31
sugar,26,2032-06-30
flour,18,2031-06-30
juice,21,2028-08-01
sugar,85,2023-12-04
chocolate,45,2027-09-18
cereal,46,2030-10-02
tomatoes,6,2033-10-13
apples,42,2029-09-21
juice,6,2026-07-19
bananas,21,2028-09-02
apples,29,2024-04-17
chocolate,55,2025-05-14
butter,8,2031-01-31
milk,20,2025-04-10
sugar,71,2031-12-13
flour,29,2035-02-26
flour,72,2034-10-08
apples,62,2032-03-08
carrots,90,2024-07-08
juice,90,2026-04-22
chocolate,69,2033-04-05
soda,37,2032-08-03
chicken,64,2026-02-12
chocolate,70,2031-04-23
bananas,9,2032-10-12
pasta,99,2024-08-21
cereal,61,2032-11-15
sugar,9,2029-09-01
cheese,3,2025-08-10
cheese,38,2025-05-23
cereal,62,2027-04-07
milk,3,2030-06-02
ice cream,90,2029-01-14
tomatoes,55,2025-05-14
chocolate,71,2024-05-10
sugar,90,2030-02-15
butter,98,2034-01-26
soda,94,2030-11-22
bread,55,2033-01-04
cereal,4,2027-09-12
cereal,14,2036-01-24
pasta,10,2027-10-28
sugar,93,2033-09-05
flour,21,2033-12-26
chocolate,58,2035-12-26
bread,92,2032-03-18
juice,49,2036-01-10
rice,90,2023-06-18
chocolate,82,2023-09-10
yogurt,54,2025-08-07
onions,59,2034-10-14
bread,98,2029-07-10
milk,81,2031-05-08
milk,37,2024-10-13
butter,6,2025-07-12
ice cream,65,2027-10-09
chocolate,69,2031-11-16
cheese,81,2031-10-10
soda,84,2025-10-11
pasta,9,2024-11-04
chocolate,20,2027-07-10
cheese,22,2033-07-13
yogurt,59,2025-07-07
chocolate,97,2030-02-06
butter,49,2033-10-03
ice cream,94,2035-10-17
ice cream,36,2033-05-26
soda,63,2030-02-13
yogurt,16,2034-03-01
tomatoes,98,2028-02-04
flour,58,2028-01-07
flour,85,2024-05-01
cereal,31,2026-10-01
yogurt,88,2032-04-11
yogurt,15,2025-10-26
yogurt,88,2024-09-10
chicken,85,2030-06-06
butter,8,2025-11-13
chocolate,12,2027-06-21
ice cream,7,2026-07-24
yogurt,41,2026-08-06
sugar,68,2026-02-22
sugar,18,2024-09-06
apples,54,2025-08-07
bread,89,2029-11-04
pasta,61,2026-12-24
tomatoes,6,2032-06-06
milk,7,2036-05-04
sugar,58,2026-07-18
bread,61,2026-12-24
soda,35,2030-10-07
sugar,90,2032-05-10
yogurt,24,2034-02-14
bread,73,2024-04-26
ice cream,92,2031-02-16
yogurt,95,2035-07-25
milk,81,2029-03-01
butter,11,2031-03-31
cereal,2,2024-01-20
bread,28,2024-07-18
soda,34,2027-06-02
flour,51,2034-11-25
chocolate,78,2031-08-16
juice,97,2032-05-23
butter,93,2024-02-29
eggs,14,2033-02-27
cereal,36,2034-07-02
apples,5,2034-08-12
flour,40,2031-01-21
chicken,41,2034-04-06
yogurt,34,2023-03-21
potatoes,78,2029-05-21
sugar,45,2036-07-14
onions,67,2023-06-10
bananas,81,2027-05-10
cereal,88,2035-06-27
yogurt,70,2025-04-16
bread,51,2027-11-17
flour,35,2034-11-11
chocolate,3,2032-08-27
flour,17,2032-01-11
milk,85,2031-02-11
yogurt,96,2034-03-06
onions,4,2027-09-12
cookies,9,2027-10-02
milk,47,2032-12-07
soda,26,2034-03-20
milk,93,2036-02-13
cereal,25,2025-05-21
cereal,68,2028-11-19
cereal,84,2023-06-30
butter,37,2023-04-08
carrots,8,2033-06-04
bread,96,2034-04-09
flour,13,2034-10-19
cheese,70,2035-12-18
apples,64,2023-05-08
yogurt,87,2033-04-21
apples,78,2026-04-12
cereal,93,2029-05-14
cheese,16,2027-12-14
yogurt,10,2027-01-26
bread,27,2026-06-01
butter,19,2032-12-29
bread,64,2029-05-15
milk,24,2034-02-14
carrots,89,2034-11-28
cereal,64,2028-01-09
onions,30,2030-12-29
juice,78,2031-11-21
soda,67,2026-09-24
ice cream,1,2028-09-15
bread,96,2035-08-11
ice cream,31,2035-10-25
flour,80,2029-02-01
flour,50,2028-07-07
bread,99,2025-07-18
sugar,75,2026-06-28
sugar,19,2025-11-19
butter,94,2036-02-21
sugar,22,2032-07-20
cereal,44,2027-08-13
bread,40,2031-07-17
sugar,10,2033-08-07
flour,56,2034-12-21
soda,21,2029-12-14
flour,8,2026-06-20
chicken,96,2032-12-08
chocolate,78,2031-10-15
milk,94,2036-02-21
flour,2,2035-12-21
carrots,94,2034-02-28
sugar,36,2036-08-11
cereal,13,2033-12-29
eggs,23,2029-07-27
cereal,92,2031-02-16
yogurt,53,2029-03-23
