itemDescription,Member_number,Date
cereal,2,2025-01-20
chocolate,97,2027-07-04
cheese,18,2032-11-12
bananas,84,2034-05-11
cereal,29,2027-12-19
cookies,93,2029-05-14
juice,10,2035-09-04
onions,71,2029-01-18
yogurt,55,2025-05-14
milk,46,2025-08-11
juice,66,2025-05-18
ice cream,65,2036-03-11
eggs,89,2025-03-28
yogurt,37,2024-11-27
bread,21,2026-11-25
apples,37,2023-04-08
soda,30,2027-02-14
tomatoes,71,2030-08-02
milk,56,2029-02-26
potatoes,52,2024-10-26
cereal,62,2023-11-16
bread,79,2029-03-07
onions,71,2035-08-14
chicken,62,2032-04-27
onions,28,2024-08-04
potatoes,86,2034-05-25
carrots,38,2029-12-13
bread,36,2032-11-17
chocolate,15,2032-10-19
apples,29,2031-12-09
tomatoes,63,2034-09-25
bananas,55,2024-02-12
cereal,79,2030-03-14
milk,99,2027-02-04
cheese,25,2023-12-30
bread,17,2024-08-28
cheese,7,2025-02-24
bananas,76,2023-04-19
ice cream,31,2029-05-24
milk,97,2025-07-13
pasta,79,2030-04-05
soda,43,2028-09-01
tomatoes,86,2030-11-02
tomatoes,79,2035-11-19
cheese,25,2027-11-22
pasta,16,2031-01-12
pasta,93,2034-06-03
yogurt,90,2029-01-14
chocolate,72,2029-08-22
onions,85,2033-08-02
potatoes,83,2030-08-18
onions,30,2027-06-22
milk,91,2031-06-05
ice cream,9,2035-01-16
apples,7,2036-05-04
soda,1,2025-12-10
bananas,31,2033-11-19
eggs,81,2035-02-19
cookies,41,2028-02-24
bread,16,2036-01-09
onions,40,2031-01-21
milk,55,2031-04-17
soda,89,2033-10-05
cereal,86,2029-07-12
bananas,36,2023-07-26
ice cream,68,2033-06-18
potatoes,79,2029-01-21
soda,85,2031-02-11
chocolate,59,2026-11-26
soda,61,2035-11-11
bananas,60,2029-08-28
juice,64,2023-04-07
cereal,85,2025-02-05
pasta,37,2035-08-17
apples,84,2023-06-30
chicken,68,2033-05-21
soda,69,2032-10-20
cheese,89,2027-02-05
chicken,49,2033-07-26
ice cream,75,2031-03-25
bread,25,2036-05-19
bread,58,2026-08-17
chicken,34,2034-08-30
pasta,90,2027-06-25
cookies,33,2025-06-05
pasta,22,2032-10-06
chicken,14,2025-02-25
cheese,75,2034-05-21
cookies,25,2030-04-10
soda,43,2034-04-21
soda,62,2031-03-10
tomatoes,4,2025-12-25
chocolate,30,2034-05-18
apples,80,2034-03-03
onions,47,2032-07-16
cookies,69,2029-06-13
apples,9,2026-06-29
chicken,55,2033-02-22
onions,94,2023-09-23
tomatoes,67,2028-10-25
onions,32,2025-03-26
tomatoes,84,2033-04-07
bread,22,2025-10-14
yogurt,48,2027-04-23
juice,92,2030-04-19
cereal,54,2029-03-29
carrots,2,2030-01-18
soda,49,2031-08-08
carrots,93,2030-01-05
pasta,48,2035-04-28
milk,74,2023-10-26
eggs,41,2035-03-22
bananas,2,2025-08-15
chicken,23,2035-12-04
pasta,93,2028-05-24
ice cream,75,2024-04-29
soda,38,2031-08-27
chocolate,9,2028-05-31
tomatoes,98,2026-06-02
carrots,8,2023-07-07
juice,73,2027-08-16
yogurt,97,2026-07-06
eggs,90,2029-08-30
chocolate,88,2030-08-24
tomatoes,17,2024-02-08
cereal,43,2029-03-06
chicken,4,2028-04-10
tomatoes,76,2032-03-11
cookies,4,2034-05-17
cookies,33,2031-08-13
chocolate,32,2033-03-12
ice cream,89,2032-03-19
potatoes,26,2026-01-13
chicken,87,2034-05-26
apples,61,2031-11-14
milk,37,2035-12-30
carrots,55,2033-01-03
chicken,63,2036-05-05
chicken,45,2030-07-21
yogurt,85,2026-12-22
milk,95,2025-09-20
carrots,66,2030-09-24
onions,43,2035-12-02
carrots,8,2029-08-08
eggs,56,2024-11-12
cereal,78,2031-08-16
tomatoes,36,2025-06-23
yogurt,96,2028-03-07
eggs,2,2031-02-21
juice,81,2029-05-30
bananas,60,2031-08-07
rice,79,2031-07-09
juice,69,2033-06-06
eggs,23,2023-06-29
apples,6,2024-03-19
bread,28,2026-01-15
cheese,39,2031-04-10
tomatoes,56,2036-07-26
pasta,76,2035-07-09
ice cream,2,2034-07-24
apples,14,2024-12-19
juice,17,2023-12-18
tomatoes,59,2029-12-01
bananas,69,2026-10-10
chicken,1,2032-07-23
tomatoes,9,2029-09-01
pasta,78,2031-11-21
bananas,77,2031-06-08
eggs,81,2024-04-28
rice,9,2027-03-04
tomatoes,51,2023-05-13
potatoes,41,2032-08-29
ice cream,83,2033-02-08
onions,62,2033-10-12
soda,5,2024-02-28
chocolate,43,2023-07-15
cheese,28,2036-06-02
soda,33,2025-05-05
soda,85,2035-02-01
bread,5,2031-02-24
cereal,59,2029-10-18
ice cream,39,2031-12-20
soda,53,2028-07-26
ice cream,11,2024-09-30
tomatoes,85,2027-11-06
milk,32,2034-05-29
yogurt,80,2023-12-11
onions,45,2033-04-10
chicken,48,2024-12-15
cereal,93,2027-09-23
chocolate,86,2028-05-26
ice cream,16,2030-11-10
onions,17,2024-07-13
yogurt,91,2028-04-13
soda,96,2029-11-29
eggs,48,2028-07-13
cookies,26,2030-03-23
chocolate,43,2032-07-17
potatoes,16,2024-06-11
rice,31,2035-07-21
bananas,21,2027-05-12
tomatoes,74,2028-11-29
carrots,15,2034-12-14
cereal,5,2030-07-24
carrots,28,2026-01-15
juice,78,2024-11-13
carrots,13,2029-05-03
carrots,17,2033-06-22
bread,66,2032-07-11
milk,63,2025-02-28
onions,85,2034-05-16
bread,51,2030-02-23
chocolate,86,2032-08-11
eggs,10,2027-01-26
soda,44,2023-05-20
cheese,68,2024-06-20
chicken,75,2035-12-12
onions,45,2036-03-31
cheese,5,2032-12-16
yogurt,75,2032-01-20
carrots,30,2024-08-01
yogurt,37,2031-01-13
cheese,81,2030-11-07
milk,79,2025-05-28
potatoes,55,2034-11-26
juice,21,2029-01-10
soda,14,2032-01-10
yogurt,74,2035-06-11
carrots,10,2026-12-19
juice,2,2028-07-20
ice cream,32,2034-04-27
cheese,33,2032-07-22
bread,94,2024-08-14
cheese,41,2030-01-10
onions,75,2025-12-14
bread,19,2036-07-30
cheese,16,2028-10-08
bread,27,2033-03-14
juice,90,2024-07-19
ice cream,33,2025-06-05
apples,48,2027-04-23
bananas,18,2036-07-07
apples,94,2031-01-08
rice,28,2024-08-04
soda,88,2027-11-11
cereal,82,2027-10-19
eggs,82,2026-09-01
cheese,28,2036-02-11
yogurt,10,2029-06-21
carrots,76,2033-12-12
eggs,3,2025-03-04
chocolate,52,2035-11-18
rice,18,2031-03-21
tomatoes,2,2031-02-10
cookies,66,2028-01-21
milk,85,2031-02-11
apples,29,2024-04-17
milk,7,2036-05-14
milk,98,2029-07-10
chicken,24,2024-03-11
bananas,33,2032-10-01
potatoes,83,2032-09-26
chocolate,66,2029-01-25
tomatoes,96,2023-09-28
bread,50,2029-10-29
potatoes,86,2033-07-31
yogurt,85,2031-02-22
carrots,24,2034-02-14
juice,40,2023-05-22
juice,88,2031-10-12
carrots,38,2023-07-14
carrots,12,2023-10-07
ice cream,31,2023-05-01
yogurt,29,2030-06-03
cheese,66,2029-09-03
milk,34,2032-09-03
bananas,23,2035-12-04
eggs,82,2025-06-17
cookies,61,2035-11-24
pasta,74,2034-07-27
yogurt,75,2026-05-01
tomatoes,18,2031-10-22
soda,9,2027-08-12
tomatoes,62,2030-02-28
chicken,27,2032-03-29
cookies,25,2030-07-17
chocolate,68,2026-09-08
cookies,96,2027-02-10
bread,42,2024-10-31
yogurt,41,2032-04-26
bread,9,2034-10-30
onions,86,2033-10-06
soda,29,2035-08-27
rice,40,2027-04-30
carrots,65,2027-06-16
cheese,90,2024-07-08
rice,62,2026-01-18
apples,18,2028-07-23
soda,58,2028-01-07
potatoes,5,2023-01-18
pasta,48,2030-04-29
carrots,76,2032-08-17
rice,29,2031-08-04
chocolate,84,2029-01-20
pasta,2,2027-09-11
rice,59,2023-02-19
bananas,95,2026-03-26
juice,11,2032-08-05
potatoes,84,2026-05-05
ice cream,58,2031-06-02
cheese,64,2029-01-19
cheese,69,2035-01-15
chocolate,62,2023-01-20
apples,84,2026-05-31
soda,93,2031-02-23
milk,36,2026-05-09
yogurt,39,2034-10-22
cereal,86,2033-10-06
tomatoes,86,2023-08-04
soda,13,2031-03-15
yogurt,45,2023-03-09
rice,36,2031-12-01
pasta,84,2033-12-24
ice cream,97,2031-08-17
eggs,62,2036-08-17
chocolate,34,2023-03-21
soda,44,2024-03-15
cheese,55,2034-03-19
cereal,89,2023-02-15
juice,60,2024-12-17
chicken,69,2032-12-11
bananas,1,2026-07-05
apples,54,2028-07-15
juice,45,2036-08-15
yogurt,45,2036-05-27
carrots,80,2030-12-10
cookies,97,2027-11-08
juice,22,2028-04-27
cereal,50,2028-12-28
milk,27,2035-11-28
apples,42,2032-12-06
potatoes,42,2029-12-19
yogurt,3,2030-03-21
carrots,33,2031-02-05
milk,41,2030-11-08
soda,86,2029-07-12
bread,81,2030-06-15
eggs,63,2027-04-06
eggs,34,2023-08-14
chocolate,16,2025-01-04
soda,29,2030-05-28
chicken,87,2034-08-10
cookies,9,2025-12-30
chicken,26,2033-10-21
ice cream,80,2027-02-02
potatoes,84,2026-10-05
yogurt,85,2024-05-01
yogurt,43,2036-06-21
chocolate,78,2027-11-29
chocolate,89,2025-07-25
potatoes,84,2027-05-01
apples,6,2031-12-24
rice,29,2027-12-19
bread,82,2024-01-23
cereal,34,2024-05-19
tomatoes,36,2031-04-16
potatoes,19,2035-08-19
carrots,4,2027-08-03
chicken,96,2032-02-27
juice,13,2036-05-15
carrots,29,2032-07-19
yogurt,16,2026-03-18
apples,99,2029-03-22
ice cream,36,2029-09-18
chicken,25,2024-11-05
cheese,11,2027-03-21
bananas,45,2036-08-15
pasta,76,2023-04-19
rice,34,2032-04-19
carrots,54,2034-04-22
soda,9,2035-04-13
carrots,15,2032-02-25
pasta,95,2034-05-20
onions,41,2033-11-21
carrots,61,2023-06-15
yogurt,37,2030-10-15
ice cream,54,2024-12-13
yogurt,28,2030-11-19
chocolate,98,2025-03-16
ice cream,23,2032-07-30
cereal,5,2031-05-28
carrots,27,2028-09-20
eggs,39,2031-12-20
bread,86,2026-12-13
cookies,27,2028-10-29
ice cream,15,2028-11-03
tomatoes,96,2025-02-13
chicken,86,2029-11-28
rice,81,2031-03-03
ice cream,55,2023-04-17
bread,12,2028-11-12
yogurt,79,2024-09-27
carrots,58,2034-07-25
tomatoes,51,2023-07-21
cookies,45,2023-05-30
soda,27,2034-04-18
onions,9,2023-11-10
tomatoes,96,2029-06-23
onions,38,2027-07-11
chicken,45,2035-04-26
pasta,53,2030-07-30
tomatoes,33,2031-02-05
bananas,55,2033-07-03
bread,92,2034-01-24
rice,43,2033-11-20
apples,79,2027-05-06
carrots,38,2033-07-07
potatoes,45,2026-02-14
onions,99,2025-07-15
ice cream,61,2035-11-24
pasta,20,2032-06-18
cheese,98,2027-01-02
milk,48,2024-02-25
pasta,70,2035-09-18
soda,4,2030-01-04
cereal,54,2034-10-28
tomatoes,86,2033-10-06
yogurt,90,2033-12-27
eggs,33,2028-04-03
soda,70,2036-01-11
pasta,53,2028-07-26
potatoes,36,2025-08-17
bread,32,2034-03-29
tomatoes,5,2024-02-28
ice cream,33,2034-10-16
yogurt,78,2033-07-09
onions,11,2024-07-12
rice,51,2032-07-13
cheese,63,2024-11-30
chicken,45,2023-07-09
juice,84,2036-06-15
soda,1,2028-12-30
cheese,59,2029-04-22
rice,40,2031-01-21
pasta,7,2025-02-24
bananas,39,2031-04-10
yogurt,14,2030-09-12
ice cream,41,2029-09-22
soda,22,2023-04-14
ice cream,89,2028-10-05
cookies,58,2029-09-30
milk,27,2025-07-02
ice cream,37,2030-10-15
carrots,10,2029-06-21
bread,36,2031-02-20
pasta,76,2032-03-11
apples,89,2029-11-04
bananas,16,2025-11-03
pasta,59,2032-09-17
juice,6,2024-01-13
tomatoes,88,2024-10-18
carrots,57,2025-08-22
ice cream,85,2025-02-05
eggs,97,2033-11-07
apples,81,2023-12-19
tomatoes,50,2026-06-06
soda,84,2033-04-07
cereal,49,2036-05-13
apples,12,2023-12-20
bananas,90,2030-08-16
cereal,67,2031-05-01
potatoes,20,2030-03-26
potatoes,92,2030-05-10
yogurt,79,2027-11-12
tomatoes,44,2031-11-02
chicken,92,2030-07-27
pasta,71,2028-12-31
milk,65,2030-02-24
onions,1,2025-12-10
milk,29,2029-03-09
soda,84,2031-06-23
chicken,83,2031-06-04
chocolate,17,2031-03-08
apples,37,2023-04-22
eggs,82,2026-09-01
rice,9,2028-11-24
carrots,70,2026-10-23
eggs,49,2031-05-16
ice cream,67,2035-12-05
apples,7,2023-04-12
chicken,52,2029-12-03
rice,51,2030-01-16
onions,36,2032-05-03
cheese,65,2036-07-06
tomatoes,44,2036-07-10
chicken,97,2023-03-04
onions,38,2033-07-07
onions,63,2024-11-30
cereal,78,2034-11-29
bread,76,2034-11-01
cookies,3,2024-05-03
soda,62,2032-04-27
rice,79,2030-09-02
yogurt,41,2034-04-06
cookies,4,2027-09-12
cookies,19,2029-11-08
bananas,93,2028-01-13
tomatoes,24,2034-12-12
eggs,74,2035-12-20
carrots,86,2035-12-29
apples,2,2026-10-09
carrots,48,2030-03-12
ice cream,74,2033-03-22
cheese,45,2026-02-14
chicken,30,2028-09-16
apples,8,2024-05-29
eggs,80,2034-04-14
ice cream,64,2034-10-23
bread,67,2027-04-02
apples,18,2025-05-07
potatoes,37,2023-06-23
cookies,39,2030-05-14
juice,84,2025-02-10
cereal,34,2024-12-08
pasta,12,2032-06-20
ice cream,96,2035-03-25
yogurt,37,2024-11-27
yogurt,63,2026-10-21
bread,15,2027-11-09
potatoes,87,2034-08-02
pasta,31,2024-12-25
carrots,71,2031-08-19
bananas,65,2026-12-23
onions,99,2028-06-02
cheese,81,2032-01-05
cereal,78,2033-01-22
carrots,59,2036-02-06
apples,78,2036-08-22
bread,84,2036-04-13
tomatoes,78,2032-04-12
chicken,53,2028-07-26
yogurt,58,2028-01-03
onions,66,2031-06-24
chicken,8,2025-10-20
tomatoes,99,2026-05-16
yogurt,66,2035-05-30
pasta,55,2033-09-17
pasta,14,2024-02-19
cereal,62,2036-08-17
bananas,85,2027-08-28
carrots,92,2030-01-08
yogurt,95,2035-12-08
cereal,43,2029-11-09
juice,80,2026-09-03
cheese,74,2025-01-17
pasta,49,2034-09-07
bananas,20,2027-07-23
chocolate,34,2029-11-18
juice,56,2030-10-27
pasta,82,2031-07-04
juice,8,2033-10-01
bananas,82,2035-03-19
milk,51,2029-11-21
ice cream,97,2033-10-19
yogurt,55,2027-06-19
pasta,21,2024-12-26
bread,70,2033-04-23
juice,4,2029-08-04
cookies,46,2032-09-25
soda,81,2023-05-26
cereal,78,2025-05-01
potatoes,21,2026-06-07
cereal,35,2031-12-17
yogurt,97,2023-03-16
rice,19,2027-03-25
rice,75,2035-12-12
onions,12,2029-05-11
cookies,43,2033-02-04
ice cream,29,2030-01-06
pasta,82,2025-06-17
cheese,39,2025-05-03
potatoes,22,2026-05-12
juice,80,2028-11-02
cereal,43,2036-07-11
potatoes,70,2030-08-11
juice,18,2035-05-02
milk,21,2026-06-07
potatoes,57,2027-02-22
onions,56,2023-08-17
apples,50,2032-05-08
cereal,11,2028-06-14
rice,44,2035-08-07
carrots,65,2023-08-25
bananas,83,2028-03-22
bananas,20,2030-05-31
soda,56,2029-04-08
tomatoes,52,2028-07-16
soda,25,2034-03-22
chicken,9,2024-03-04
yogurt,4,2033-05-28
ice cream,4,2028-12-02
rice,97,2027-11-08
bread,28,2023-05-21
bananas,71,2028-08-03
potatoes,7,2029-08-26
potatoes,69,2034-08-18
bananas,4,2034-05-17
juice,26,2027-10-21
potatoes,64,2026-02-12
cheese,20,2032-11-25
potatoes,49,2027-02-17
tomatoes,81,2028-12-10
rice,48,2025-01-16
soda,54,2028-12-01
juice,38,2035-07-07
carrots,64,2035-03-06
carrots,85,2029-09-14
cookies,52,2026-01-06
milk,54,2030-03-28
chocolate,59,2030-06-12
cereal,60,2029-01-26
cheese,35,2026-01-24
cheese,95,2031-10-16
chicken,79,2027-11-12
ice cream,28,2031-10-25
bread,94,2034-12-02
juice,71,2028-12-31
apples,52,2034-06-23
tomatoes,73,2033-04-18
chocolate,31,2026-11-20
chocolate,80,2023-11-17
yogurt,42,2033-11-01
bananas,9,2023-05-06
onions,55,2033-07-03
juice,84,2027-01-10
pasta,92,2024-04-24
eggs,77,2026-08-20
cookies,84,2032-08-06
chocolate,33,2024-06-05
rice,15,2027-08-04
soda,49,2032-06-16
yogurt,25,2023-07-04
cereal,43,2029-09-05
tomatoes,71,2023-10-09
ice cream,53,2024-12-03
bread,62,2029-07-13
potatoes,43,2034-12-18
soda,72,2031-02-25
bananas,42,2032-12-06
ice cream,6,2035-08-08
potatoes,9,2030-10-10
onions,60,2032-12-12
soda,96,2027-07-17
cereal,7,2028-10-23
chocolate,58,2034-06-10
ice cream,85,2035-10-14
pasta,44,2023-12-24
cereal,97,2033-11-07
chicken,58,2028-01-23
onions,82,2026-08-03
soda,41,2028-02-24
onions,90,2025-03-05
apples,82,2030-03-05
milk,57,2023-04-18
cookies,53,2030-02-11
cheese,94,2028-04-05
chocolate,12,2032-07-25
pasta,36,2025-11-06
soda,16,2036-07-03
cheese,84,2035-12-23
juice,55,2034-08-23
chocolate,75,2026-06-28
cereal,62,2025-11-15
potatoes,6,2026-09-25
cookies,92,2023-01-02
bread,39,2027-02-07
onions,26,2026-07-13
juice,6,2023-11-23
bread,96,2035-08-11
bananas,45,2028-03-17
bread,92,2032-04-02
carrots,24,2034-02-26
soda,15,2029-01-06
cookies,16,2025-10-28
tomatoes,87,2034-05-26
cereal,47,2033-10-18
yogurt,85,2031-01-22
chicken,8,2034-05-12
juice,53,2033-07-16
pasta,31,2033-11-19
soda,66,2035-10-16
eggs,24,2031-09-25
cookies,24,2034-02-14
milk,96,2028-09-03
pasta,71,2024-05-10
cookies,10,2023-02-11
milk,98,2024-05-24
bananas,15,2031-03-23
cereal,13,2029-10-21
juice,63,2029-08-19
carrots,12,2027-06-21
ice cream,57,2025-08-22
soda,97,2034-02-13
milk,58,2031-09-26
yogurt,44,2033-04-19
soda,72,2036-06-29
juice,34,2029-01-15
ice cream,69,2025-02-18
cookies,54,2023-11-01
yogurt,25,2023-01-16
milk,91,2033-11-12
yogurt,77,2028-12-24
bread,14,2034-08-03
carrots,35,2035-02-18
cheese,5,2035-05-07
tomatoes,37,2024-11-27
bread,24,2034-11-18
apples,39,2025-05-03
cookies,91,2031-05-14
tomatoes,48,2027-04-23
potatoes,19,2024-09-01
rice,23,2029-10-23
eggs,97,2029-11-03
tomatoes,88,2030-06-28
juice,50,2027-05-28
carrots,71,2033-06-12
eggs,91,2027-07-29
eggs,22,2030-12-08
chicken,82,2031-07-15
potatoes,38,2031-03-28
yogurt,68,2034-03-27
soda,2,2029-07-21
chocolate,53,2036-02-01
eggs,42,2023-08-19
apples,80,2028-12-18
potatoes,95,2030-05-21
potatoes,48,2024-12-15
chocolate,47,2035-07-06
yogurt,8,2036-02-03
bread,27,2025-07-02
chicken,50,2028-12-28
juice,76,2034-04-28
soda,10,2033-06-27
carrots,18,2027-03-13
cookies,86,2035-12-29
milk,27,2035-06-10
pasta,85,2034-08-27
eggs,62,2029-09-13
potatoes,61,2035-11-20
juice,32,2023-03-17
potatoes,83,2028-05-21
bananas,49,2031-10-27
milk,27,2035-05-22
pasta,52,2023-10-15
yogurt,55,2030-04-16
rice,13,2031-05-26
bananas,71,2035-12-28
milk,76,2031-11-27
cereal,95,2025-04-28
chocolate,92,2030-03-22
cereal,93,2032-01-28
chicken,41,2025-03-06
eggs,28,2030-09-29
pasta,46,2026-12-04
pasta,17,2026-09-06
cereal,56,2034-12-17
onions,52,2026-01-06
apples,46,2030-02-07
chicken,38,2029-11-06
chocolate,12,2031-09-18
chocolate,52,2032-01-01
ice cream,3,2025-11-21
milk,77,2031-06-17
apples,80,2033-10-23
bananas,76,2028-12-19
bread,45,2035-04-26
onions,28,2026-04-09
rice,22,2032-07-20
chicken,40,2035-11-26
bananas,34,2028-09-19
soda,10,2033-08-07
apples,18,2024-08-30
chocolate,31,2033-01-17
bananas,37,2036-03-23
yogurt,24,2028-10-15
chocolate,89,2033-05-09
eggs,1,2023-11-06
apples,4,2029-07-28
cookies,54,2026-05-25
cereal,48,2025-04-06
tomatoes,20,2032-02-14
ice cream,71,2032-11-06
soda,38,2030-11-26
milk,29,2024-04-17
onions,82,2032-10-03
bread,52,2026-12-27
eggs,38,2035-08-13
chocolate,55,2033-02-22
cookies,16,2025-05-13
onions,85,2033-03-06
ice cream,56,2026-03-02
ice cream,96,2029-12-23
milk,11,2033-05-16
cereal,20,2027-09-10
apples,26,2026-09-13
cereal,10,2025-03-11
apples,89,2033-05-09
cereal,85,2035-04-29
rice,8,2023-04-25
milk,5,2026-08-01
eggs,39,2025-04-14
potatoes,93,2031-09-02
ice cream,56,2024-05-30
cereal,13,2034-06-02
rice,82,2025-11-26
cheese,32,2026-11-23
milk,56,2025-03-18
apples,78,2031-08-16
juice,24,2026-11-10
bread,20,2027-07-23
eggs,32,2025-03-26
chicken,99,2030-07-18
cereal,22,2026-02-23
onions,2,2028-07-20
bread,67,2035-03-21
onions,51,2025-05-06
carrots,45,2033-04-10
eggs,6,2031-12-24
pasta,45,2027-05-04
soda,44,2027-08-06
chocolate,95,2026-02-21
tomatoes,69,2027-05-07
potatoes,10,2026-12-19
soda,3,2023-06-28
apples,39,2033-02-11
cereal,82,2032-10-03
yogurt,91,2031-12-10
ice cream,36,2029-06-15
juice,95,2033-10-27
cereal,65,2029-10-13
bread,27,2026-03-05
bread,56,2036-07-26
milk,1,2024-04-30
soda,94,2030-11-22
onions,56,2024-03-02
soda,99,2030-12-26
rice,35,2023-11-15
juice,28,2030-03-04
cereal,47,2031-03-17
chicken,92,2024-04-04
rice,30,2023-08-28
cheese,99,2033-10-10
rice,67,2029-12-26
cereal,23,2034-06-16
cookies,36,2028-10-10
bananas,13,2032-07-18
cookies,10,2026-07-14
soda,20,2023-05-14
onions,8,2028-08-28
chicken,59,2032-09-17
carrots,97,2027-07-04
cereal,63,2030-11-11
ice cream,85,2029-09-28
bread,33,2025-05-05
carrots,95,2024-11-16
carrots,96,2032-06-13
soda,5,2030-07-24
cheese,48,2030-09-10
onions,2,2033-09-28
bananas,84,2024-01-26
chocolate,23,2030-11-03
soda,28,2026-06-09
bananas,73,2024-04-26
juice,74,2032-06-05
potatoes,2,2027-09-11
onions,71,2029-02-09
chicken,15,2025-10-26
onions,18,2035-12-03
bread,84,2034-02-02
milk,18,2032-04-13
yogurt,13,2027-12-29
rice,54,2023-12-14
bananas,56,2035-06-08
pasta,29,2031-02-26
onions,70,2035-09-18
cheese,84,2026-06-10
yogurt,50,2023-01-09
bananas,62,2028-04-14
chicken,80,2032-12-23
apples,63,2034-03-23
apples,89,2023-12-09
juice,65,2031-06-09
chicken,17,2030-07-10
cookies,51,2031-08-20
chocolate,34,2028-09-19
pasta,99,2023-03-23
tomatoes,7,2034-01-15
cereal,61,2034-09-15
rice,61,2023-07-12
yogurt,44,2028-11-11
pasta,96,2034-04-09
tomatoes,78,2028-12-14
cookies,88,2035-02-02
rice,7,2028-10-23
chocolate,94,2031-09-16
chocolate,71,2028-02-05
onions,46,2030-10-02
rice,51,2031-08-20
chocolate,1,2029-06-10
cereal,13,2030-06-09
cereal,70,2036-04-05
chocolate,68,2031-05-31
eggs,54,2036-02-28
apples,15,2029-07-16
potatoes,75,2036-03-06
cheese,77,2029-08-16
tomatoes,9,2034-10-30
pasta,56,2035-04-03
tomatoes,64,2033-08-05
yogurt,61,2034-07-21
yogurt,16,2031-08-06
cheese,16,2031-08-06
bread,65,2033-11-30
potatoes,20,2030-11-16
potatoes,40,2024-11-14
carrots,99,2025-12-09
rice,9,2025-07-30
milk,13,2036-05-15
cheese,3,2033-09-29
potatoes,5,2025-06-03
pasta,68,2028-03-09
rice,81,2033-03-30
chocolate,68,2035-11-12
apples,4,2032-09-08
cereal,57,2026-07-23
chicken,88,2025-07-28
ice cream,16,2034-01-05
juice,84,2025-01-13
ice cream,18,2024-08-30
tomatoes,44,2027-08-06
chocolate,3,2026-04-11
eggs,65,2034-11-22
pasta,45,2031-01-29
cheese,58,2028-01-07
ice cream,77,2024-05-21
cookies,83,2035-11-23
cookies,37,2023-09-27
cereal,96,2035-08-11
pasta,96,2029-05-02
pasta,15,2023-02-16
tomatoes,76,2028-02-21
bananas,16,2023-11-11
potatoes,5,2023-05-24
chicken,54,2033-06-15
milk,68,2028-05-29
onions,56,2027-10-29
milk,52,2026-12-11
ice cream,66,2026-06-04
carrots,10,2033-01-12
onions,52,2035-04-23
apples,46,2032-10-21
tomatoes,5,2031-02-13
cereal,68,2034-02-18
chicken,11,2030-06-19
rice,84,2026-10-05
milk,79,2026-07-21
chicken,96,2036-07-31
soda,81,2027-02-18
tomatoes,99,2028-10-22
bread,29,2034-08-21
chicken,97,2035-04-20
yogurt,63,2025-06-16
juice,33,2031-11-29
cereal,49,2034-10-25
potatoes,33,2028-07-01
cheese,47,2033-09-24
pasta,67,2027-04-15
cookies,51,2024-09-11
rice,64,2026-02-12
tomatoes,9,2035-10-28
ice cream,25,2036-05-19
bread,17,2035-06-15
pasta,90,2029-08-30
cookies,51,2026-12-18
potatoes,61,2024-03-30
onions,50,2034-03-13
pasta,7,2024-07-23
cereal,46,2030-02-07
soda,89,2029-11-04
eggs,9,2025-12-30
juice,39,2029-04-23
chocolate,41,2029-12-10
cookies,10,2027-02-28
chicken,59,2030-09-07
eggs,80,2035-01-08
onions,33,2031-09-30
yogurt,54,2027-09-22
cheese,67,2035-01-27
bananas,13,2033-11-05
juice,72,2035-09-28
onions,57,2028-07-05
onions,67,2032-10-16
chicken,13,2025-06-27
carrots,11,2030-12-05
tomatoes,68,2023-12-17
bread,32,2023-01-04
eggs,77,2030-04-11
cookies,42,2034-08-22
bread,44,2029-08-25
cookies,20,2034-08-07
pasta,12,2031-08-02
carrots,35,2033-11-25
rice,3,2026-01-12
chicken,8,2033-06-04
onions,85,2030-02-14
cheese,62,2026-07-01
apples,48,2035-04-05
cereal,42,2023-08-19
eggs,81,2033-11-15
chocolate,44,2029-08-14
chicken,38,2031-07-27
cheese,67,2028-11-13
ice cream,88,2035-03-16
tomatoes,84,2027-05-01
chocolate,62,2034-12-28
rice,12,2033-04-06
cheese,17,2024-01-02
milk,53,2027-05-29
milk,61,2025-01-02
carrots,80,2030-01-03
juice,72,2027-08-20
juice,44,2027-05-30
chicken,67,2028-10-25
bread,84,2032-08-12
tomatoes,96,2025-04-13
rice,25,2024-12-02
rice,17,2026-10-13
juice,16,2027-02-08
potatoes,72,2025-03-07
juice,39,2027-09-15
yogurt,29,2033-01-08
milk,74,2027-12-04
carrots,3,2035-06-17
carrots,60,2024-12-17
yogurt,69,2033-12-30
bread,79,2030-04-05
onions,19,2024-11-07
soda,58,2028-04-28
cereal,5,2032-08-10
pasta,97,2032-05-23
soda,65,2027-01-07
apples,67,2025-11-29
ice cream,22,2028-04-27
juice,62,2023-01-20
rice,41,2025-06-02
chocolate,89,2028-06-20
juice,68,2025-02-08
tomatoes,27,2030-03-24
bananas,50,2029-05-31
juice,36,2025-06-23
ice cream,48,2032-01-27
potatoes,27,2036-01-29
carrots,20,2035-06-19
milk,83,2034-06-28
milk,53,2030-02-11
rice,87,2024-06-04
bananas,48,2028-02-01
milk,46,2030-08-22
potatoes,65,2032-04-24
onions,98,2031-02-04
rice,80,2032-12-23
chicken,90,2028-04-30
juice,55,2033-11-13
chocolate,40,2032-08-31
milk,63,2028-10-07
cheese,48,2035-04-28
potatoes,80,2032-07-14
eggs,22,2032-02-11
