itemDescription,Member_number,Date
carrots,95,2025-12-16
apples,16,2025-12-17
eggs,80,2025-12-18
apples,61,2025-12-19
potatoes,59,2025-12-20
ice cream,57,2025-12-21
potatoes,41,2025-12-22
chocolate,58,2025-12-23
ice cream,41,2025-12-24
pasta,4,2025-12-25
cookies,42,2025-12-26
eggs,60,2025-12-27
rice,15,2025-12-28
yogurt,99,2025-12-29
carrots,9,2025-12-30
pasta,92,2025-12-31
cookies,45,2026-01-01
rice,94,2026-01-02
bananas,47,2026-01-03
potatoes,86,2026-01-04
rice,55,2026-01-05
bananas,52,2026-01-06
soda,63,2026-01-07
ice cream,82,2026-01-08
cereal,88,2026-01-09
chicken,44,2026-01-10
milk,19,2026-01-11
potatoes,3,2026-01-12
cereal,26,2026-01-13
ice cream,17,2026-01-14
onions,28,2026-01-15
juice,67,2026-01-16
ice cream,44,2026-01-17
bread,62,2026-01-18
cheese,69,2026-01-19
tomatoes,29,2026-01-20
onions,77,2026-01-21
onions,84,2026-01-22
cookies,91,2026-01-23
rice,35,2026-01-24
eggs,51,2026-01-25
tomatoes,68,2026-01-26
potatoes,34,2026-01-27
ice cream,60,2026-01-28
chicken,25,2026-01-29
potatoes,95,2026-01-30
ice cream,23,2026-01-31
eggs,28,2026-02-01
milk,13,2026-02-02
onions,64,2026-02-03
bread,12,2026-02-04
juice,45,2026-02-05
potatoes,49,2026-02-06
tomatoes,62,2026-02-07
juice,47,2026-02-08
yogurt,39,2026-02-09
bread,52,2026-02-10
onions,84,2026-02-11
onions,64,2026-02-12
bananas,54,2026-02-13
chocolate,45,2026-02-14
bread,36,2026-02-15
bananas,27,2026-02-16
carrots,23,2026-02-17
tomatoes,13,2026-02-18
ice cream,55,2026-02-19
chocolate,37,2026-02-20
tomatoes,95,2026-02-21
bread,68,2026-02-22
cheese,22,2026-02-23
milk,66,2026-02-24
cheese,38,2026-02-25
ice cream,64,2026-02-26
apples,45,2026-02-27
rice,48,2026-02-28
bread,95,2026-03-01
ice cream,56,2026-03-02
chicken,81,2026-03-03
cereal,52,2026-03-04
onions,27,2026-03-05
bread,57,2026-03-06
cereal,9,2026-03-07
onions,7,2026-03-08
chocolate,95,2026-03-09
rice,35,2026-03-10
cookies,74,2026-03-11
rice,75,2026-03-12
tomatoes,8,2026-03-13
rice,57,2026-03-14
milk,65,2026-03-15
ice cream,7,2026-03-16
juice,89,2026-03-17
juice,16,2026-03-18
chocolate,14,2026-03-19
potatoes,75,2026-03-20
cookies,37,2026-03-21
onions,48,2026-03-22
milk,42,2026-03-23
carrots,6,2026-03-24
chocolate,59,2026-03-25
tomatoes,95,2026-03-26
chocolate,70,2026-03-27
chocolate,72,2026-03-28
ice cream,95,2026-03-29
bananas,25,2026-03-30
cookies,6,2026-03-31
bananas,69,2026-04-01
rice,86,2026-04-02
eggs,76,2026-04-03
onions,33,2026-04-04
rice,21,2026-04-05
bread,11,2026-04-06
cookies,81,2026-04-07
juice,51,2026-04-08
apples,28,2026-04-09
juice,32,2026-04-10
yogurt,3,2026-04-11
cookies,78,2026-04-12
cereal,56,2026-04-13
rice,37,2026-04-14
cheese,40,2026-04-15
soda,38,2026-04-16
rice,79,2026-04-17
milk,58,2026-04-18
ice cream,21,2026-04-19
bread,5,2026-04-20
tomatoes,56,2026-04-21
rice,90,2026-04-22
chocolate,8,2026-04-23
apples,89,2026-04-24
cheese,94,2026-04-25
eggs,86,2026-04-26
pasta,89,2026-04-27
onions,20,2026-04-28
cheese,73,2026-04-29
apples,2,2026-04-30
tomatoes,75,2026-05-01
onions,29,2026-05-02
chicken,35,2026-05-03
soda,35,2026-05-04
onions,84,2026-05-05
juice,70,2026-05-06
chocolate,78,2026-05-07
carrots,93,2026-05-08
chicken,36,2026-05-09
rice,64,2026-05-10
rice,80,2026-05-11
soda,22,2026-05-12
cookies,19,2026-05-13
bananas,85,2026-05-14
apples,32,2026-05-15
apples,99,2026-05-16
yogurt,78,2026-05-17
cereal,74,2026-05-18
yogurt,10,2026-05-19
apples,29,2026-05-20
bananas,28,2026-05-21
rice,17,2026-05-22
cheese,13,2026-05-23
bread,58,2026-05-24
cookies,54,2026-05-25
tomatoes,12,2026-05-26
chocolate,35,2026-05-27
yogurt,52,2026-05-28
milk,90,2026-05-29
cheese,77,2026-05-30
soda,84,2026-05-31
juice,27,2026-06-01
potatoes,98,2026-06-02
apples,39,2026-06-03
bananas,66,2026-06-04
bananas,37,2026-06-05
carrots,50,2026-06-06
bread,21,2026-06-07
onions,12,2026-06-08
tomatoes,28,2026-06-09
carrots,84,2026-06-10
cookies,77,2026-06-11
rice,55,2026-06-12
juice,42,2026-06-13
apples,5,2026-06-14
pasta,20,2026-06-15
cookies,75,2026-06-16
juice,54,2026-06-17
cheese,12,2026-06-18
potatoes,18,2026-06-19
chocolate,8,2026-06-20
apples,40,2026-06-21
carrots,48,2026-06-22
cookies,56,2026-06-23
bananas,20,2026-06-24
soda,90,2026-06-25
rice,2,2026-06-26
apples,65,2026-06-27
onions,75,2026-06-28
cereal,9,2026-06-29
carrots,40,2026-06-30
tomatoes,62,2026-07-01
bread,76,2026-07-02
eggs,30,2026-07-03
juice,59,2026-07-04
pasta,1,2026-07-05
cereal,97,2026-07-06
bananas,48,2026-07-07
soda,13,2026-07-08
eggs,14,2026-07-09
bananas,63,2026-07-10
yogurt,46,2026-07-11
bananas,7,2026-07-12
yogurt,26,2026-07-13
carrots,10,2026-07-14
cheese,81,2026-07-15
eggs,69,2026-07-16
cheese,72,2026-07-17
potatoes,58,2026-07-18
carrots,6,2026-07-19
bananas,20,2026-07-20
milk,79,2026-07-21
soda,47,2026-07-22
eggs,57,2026-07-23
soda,7,2026-07-24
carrots,12,2026-07-25
juice,91,2026-07-26
bread,85,2026-07-27
eggs,75,2026-07-28
eggs,18,2026-07-29
onions,37,2026-07-30
milk,4,2026-07-31
cookies,5,2026-08-01
milk,43,2026-08-02
soda,82,2026-08-03
eggs,64,2026-08-04
bananas,74,2026-08-05
carrots,41,2026-08-06
soda,78,2026-08-07
bananas,32,2026-08-08
onions,45,2026-08-09
rice,54,2026-08-10
soda,8,2026-08-11
ice cream,55,2026-08-12
soda,6,2026-08-13
bananas,59,2026-08-14
cookies,59,2026-08-15
onions,38,2026-08-16
rice,58,2026-08-17
bananas,10,2026-08-18
cereal,67,2026-08-19
chocolate,77,2026-08-20
eggs,91,2026-08-21
cookies,20,2026-08-22
chicken,34,2026-08-23
apples,24,2026-08-24
onions,64,2026-08-25
yogurt,1,2026-08-26
cheese,3,2026-08-27
bananas,81,2026-08-28
juice,84,2026-08-29
carrots,75,2026-08-30
cheese,24,2026-08-31
soda,82,2026-09-01
chocolate,14,2026-09-02
apples,80,2026-09-03
carrots,14,2026-09-04
bread,70,2026-09-05
milk,17,2026-09-06
onions,67,2026-09-07
onions,68,2026-09-08
cookies,14,2026-09-09
juice,35,2026-09-10
pasta,59,2026-09-11
cookies,46,2026-09-12
apples,26,2026-09-13
apples,59,2026-09-14
bananas,77,2026-09-15
cheese,17,2026-09-16
cookies,78,2026-09-17
bananas,39,2026-09-18
soda,26,2026-09-19
cookies,93,2026-09-20
apples,36,2026-09-21
eggs,13,2026-09-22
eggs,89,2026-09-23
chocolate,67,2026-09-24
milk,6,2026-09-25
eggs,65,2026-09-26
rice,14,2026-09-27
rice,76,2026-09-28
apples,36,2026-09-29
apples,89,2026-09-30
cookies,31,2026-10-01
chocolate,84,2026-10-02
chicken,51,2026-10-03
carrots,83,2026-10-04
pasta,84,2026-10-05
cookies,4,2026-10-06
rice,26,2026-10-07
onions,10,2026-10-08
cereal,2,2026-10-09
apples,69,2026-10-10
eggs,80,2026-10-11
eggs,94,2026-10-12
carrots,17,2026-10-13
cereal,24,2026-10-14
chocolate,72,2026-10-15
rice,49,2026-10-16
yogurt,84,2026-10-17
yogurt,59,2026-10-18
bread,35,2026-10-19
cereal,7,2026-10-20
eggs,63,2026-10-21
ice cream,4,2026-10-22
pasta,70,2026-10-23
cheese,26,2026-10-24
chocolate,23,2026-10-25
chicken,4,2026-10-26
yogurt,47,2026-10-27
carrots,47,2026-10-28
bananas,64,2026-10-29
bread,11,2026-10-30
chocolate,62,2026-10-31
chocolate,83,2026-11-01
chicken,27,2026-11-02
cookies,65,2026-11-03
juice,11,2026-11-04
pasta,75,2026-11-05
rice,15,2026-11-06
apples,57,2026-11-07
carrots,72,2026-11-08
soda,17,2026-11-09
cereal,24,2026-11-10
soda,80,2026-11-11
eggs,55,2026-11-12
rice,85,2026-11-13
onions,31,2026-11-14
tomatoes,34,2026-11-15
bread,38,2026-11-16
tomatoes,39,2026-11-17
cheese,31,2026-11-18
ice cream,79,2026-11-19
carrots,31,2026-11-20
cereal,96,2026-11-21
cookies,24,2026-11-22
bread,32,2026-11-23
onions,60,2026-11-24
bread,21,2026-11-25
cheese,59,2026-11-26
bananas,16,2026-11-27
onions,41,2026-11-28
bread,34,2026-11-29
juice,23,2026-11-30
cheese,3,2026-12-01
apples,19,2026-12-02
eggs,20,2026-12-03
apples,46,2026-12-04
rice,60,2026-12-05
tomatoes,30,2026-12-06
apples,50,2026-12-07
juice,7,2026-12-08
pasta,82,2026-12-09
yogurt,34,2026-12-10
milk,52,2026-12-11
chicken,77,2026-12-12
rice,86,2026-12-13
apples,81,2026-12-14
yogurt,33,2026-12-15
potatoes,51,2026-12-16
cookies,25,2026-12-17
ice cream,51,2026-12-18
chocolate,10,2026-12-19
ice cream,90,2026-12-20
cookies,40,2026-12-21
bananas,85,2026-12-22
potatoes,65,2026-12-23
tomatoes,61,2026-12-24
juice,42,2026-12-25
onions,3,2026-12-26
tomatoes,52,2026-12-27
milk,42,2026-12-28
onions,67,2026-12-29
cookies,17,2026-12-30
bananas,56,2026-12-31
onions,68,2027-01-01
bananas,98,2027-01-02
cheese,34,2027-01-03
soda,4,2027-01-04
cookies,69,2027-01-05
cereal,30,2027-01-06
chocolate,65,2027-01-07
cookies,11,2027-01-08
chocolate,77,2027-01-09
pasta,84,2027-01-10
chicken,86,2027-01-11
apples,64,2027-01-12
rice,1,2027-01-13
juice,95,2027-01-14
juice,67,2027-01-15
apples,14,2027-01-16
rice,77,2027-01-17
rice,11,2027-01-18
eggs,46,2027-01-19
cookies,1,2027-01-20
soda,38,2027-01-21
eggs,32,2027-01-22
cookies,3,2027-01-23
rice,87,2027-01-24
tomatoes,77,2027-01-25
potatoes,10,2027-01-26
soda,37,2027-01-27
bananas,46,2027-01-28
yogurt,13,2027-01-29
rice,42,2027-01-30
onions,14,2027-01-31
apples,78,2027-02-01
onions,80,2027-02-02
milk,24,2027-02-03
apples,99,2027-02-04
yogurt,89,2027-02-05
soda,71,2027-02-06
cookies,39,2027-02-07
cookies,16,2027-02-08
apples,13,2027-02-09
apples,96,2027-02-10
chicken,21,2027-02-11
yogurt,3,2027-02-12
rice,41,2027-02-13
soda,30,2027-02-14
chocolate,48,2027-02-15
cookies,12,2027-02-16
soda,49,2027-02-17
milk,81,2027-02-18
rice,60,2027-02-19
pasta,89,2027-02-20
rice,94,2027-02-21
cookies,57,2027-02-22
chicken,83,2027-02-23
juice,76,2027-02-24
bread,68,2027-02-25
eggs,41,2027-02-26
onions,67,2027-02-27
bread,10,2027-02-28
onions,7,2027-03-01
cheese,47,2027-03-02
eggs,2,2027-03-03
pasta,9,2027-03-04
carrots,53,2027-03-05
apples,4,2027-03-06
rice,44,2027-03-07
rice,18,2027-03-08
onions,99,2027-03-09
carrots,47,2027-03-10
carrots,20,2027-03-11
chicken,33,2027-03-12
yogurt,18,2027-03-13
bread,53,2027-03-14
ice cream,31,2027-03-15
rice,54,2027-03-16
cereal,65,2027-03-17
rice,10,2027-03-18
bread,92,2027-03-19
milk,46,2027-03-20
cereal,11,2027-03-21
juice,30,2027-03-22
tomatoes,59,2027-03-23
milk,15,2027-03-24
yogurt,19,2027-03-25
pasta,41,2027-03-26
soda,55,2027-03-27
carrots,9,2027-03-28
chocolate,32,2027-03-29
ice cream,7,2027-03-30
milk,28,2027-03-31
onions,82,2027-04-01
yogurt,67,2027-04-02
ice cream,52,2027-04-03
juice,67,2027-04-04
rice,20,2027-04-05
chocolate,63,2027-04-06
ice cream,62,2027-04-07
soda,22,2027-04-08
bread,31,2027-04-09
rice,82,2027-04-10
yogurt,35,2027-04-11
cheese,28,2027-04-12
ice cream,62,2027-04-13
chicken,94,2027-04-14
juice,67,2027-04-15
rice,41,2027-04-16
cereal,58,2027-04-17
chicken,88,2027-04-18
cheese,92,2027-04-19
rice,96,2027-04-20
bread,54,2027-04-21
cheese,45,2027-04-22
milk,48,2027-04-23
chicken,36,2027-04-24
tomatoes,66,2027-04-25
cereal,50,2027-04-26
apples,93,2027-04-27
onions,30,2027-04-28
yogurt,27,2027-04-29
eggs,40,2027-04-30
cookies,84,2027-05-01
milk,40,2027-05-02
juice,47,2027-05-03
juice,45,2027-05-04
juice,34,2027-05-05
yogurt,79,2027-05-06
bread,69,2027-05-07
soda,89,2027-05-08
rice,23,2027-05-09
juice,81,2027-05-10
carrots,87,2027-05-11
bananas,21,2027-05-12
carrots,40,2027-05-13
chocolate,28,2027-05-14
cereal,55,2027-05-15
carrots,31,2027-05-16
yogurt,52,2027-05-17
rice,82,2027-05-18
apples,17,2027-05-19
eggs,51,2027-05-20
chicken,57,2027-05-21
pasta,28,2027-05-22
yogurt,69,2027-05-23
pasta,68,2027-05-24
chocolate,96,2027-05-25
rice,1,2027-05-26
cereal,66,2027-05-27
onions,50,2027-05-28
juice,53,2027-05-29
milk,44,2027-05-30
apples,55,2027-05-31
pasta,78,2027-06-01
milk,34,2027-06-02
yogurt,47,2027-06-03
chicken,87,2027-06-04
cookies,20,2027-06-05
cereal,69,2027-06-06
carrots,54,2027-06-07
cereal,22,2027-06-08
tomatoes,65,2027-06-09
eggs,42,2027-06-10
onions,91,2027-06-11
rice,29,2027-06-12
milk,7,2027-06-13
milk,81,2027-06-14
milk,30,2027-06-15
bread,65,2027-06-16
soda,69,2027-06-17
chicken,42,2027-06-18
chicken,55,2027-06-19
chicken,84,2027-06-20
cereal,12,2027-06-21
chocolate,30,2027-06-22
chicken,72,2027-06-23
tomatoes,73,2027-06-24
pasta,90,2027-06-25
cookies,12,2027-06-26
apples,80,2027-06-27
rice,42,2027-06-28
apples,42,2027-06-29
juice,88,2027-06-30
apples,1,2027-07-01
rice,63,2027-07-02
juice,66,2027-07-03
onions,97,2027-07-04
cookies,73,2027-07-05
apples,53,2027-07-06
eggs,9,2027-07-07
potatoes,97,2027-07-08
cheese,92,2027-07-09
tomatoes,20,2027-07-10
cheese,38,2027-07-11
bananas,42,2027-07-12
cereal,37,2027-07-13
ice cream,4,2027-07-14
potatoes,53,2027-07-15
apples,80,2027-07-16
soda,96,2027-07-17
onions,84,2027-07-18
bread,62,2027-07-19
potatoes,94,2027-07-20
eggs,14,2027-07-21
bananas,36,2027-07-22
juice,20,2027-07-23
juice,25,2027-07-24
chicken,5,2027-07-25
onions,83,2027-07-26
apples,54,2027-07-27
carrots,29,2027-07-28
potatoes,91,2027-07-29
cheese,30,2027-07-30
rice,74,2027-07-31
bananas,76,2027-08-01
potatoes,99,2027-08-02
eggs,4,2027-08-03
rice,15,2027-08-04
pasta,80,2027-08-05
juice,44,2027-08-06
pasta,7,2027-08-07
cereal,44,2027-08-08
rice,2,2027-08-09
cookies,18,2027-08-10
yogurt,46,2027-08-11
cookies,9,2027-08-12
pasta,44,2027-08-13
ice cream,70,2027-08-14
onions,48,2027-08-15
tomatoes,73,2027-08-16
milk,26,2027-08-17
cereal,29,2027-08-18
yogurt,12,2027-08-19
rice,72,2027-08-20
rice,26,2027-08-21
cookies,95,2027-08-22
apples,8,2027-08-23
rice,32,2027-08-24
chocolate,63,2027-08-25
onions,95,2027-08-26
carrots,13,2027-08-27
chocolate,85,2027-08-28
soda,75,2027-08-29
onions,66,2027-08-30
soda,94,2027-08-31
soda,2,2027-09-01
yogurt,88,2027-09-02
cheese,56,2027-09-03
soda,80,2027-09-04
ice cream,94,2027-09-05
soda,79,2027-09-06
potatoes,48,2027-09-07
milk,58,2027-09-08
cereal,77,2027-09-09
bananas,20,2027-09-10
pasta,2,2027-09-11
juice,4,2027-09-12
cookies,84,2027-09-13
juice,63,2027-09-14
chicken,39,2027-09-15
milk,51,2027-09-16
yogurt,89,2027-09-17
bananas,45,2027-09-18
onions,53,2027-09-19
cookies,13,2027-09-20
carrots,77,2027-09-21
chocolate,54,2027-09-22
eggs,93,2027-09-23
cookies,25,2027-09-24
chicken,52,2027-09-25
yogurt,77,2027-09-26
tomatoes,96,2027-09-27
potatoes,44,2027-09-28
soda,41,2027-09-29
chicken,93,2027-09-30
tomatoes,94,2027-10-01
milk,9,2027-10-02
rice,44,2027-10-03
bread,14,2027-10-04
chicken,30,2027-10-05
rice,35,2027-10-06
carrots,41,2027-10-07
juice,65,2027-10-08
chicken,65,2027-10-09
cheese,13,2027-10-10
cookies,42,2027-10-11
ice cream,3,2027-10-12
chocolate,52,2027-10-13
ice cream,9,2027-10-14
onions,73,2027-10-15
bananas,43,2027-10-16
apples,9,2027-10-17
bananas,13,2027-10-18
milk,82,2027-10-19
potatoes,78,2027-10-20
yogurt,26,2027-10-21
pasta,27,2027-10-22
juice,9,2027-10-23
potatoes,87,2027-10-24
cheese,35,2027-10-25
milk,32,2027-10-26
bananas,68,2027-10-27
potatoes,10,2027-10-28
chicken,56,2027-10-29
ice cream,33,2027-10-30
onions,56,2027-10-31
tomatoes,27,2027-11-01
cookies,93,2027-11-02
cookies,22,2027-11-03
chicken,16,2027-11-04
yogurt,50,2027-11-05
eggs,85,2027-11-06
cookies,59,2027-11-07
yogurt,97,2027-11-08
potatoes,15,2027-11-09
bread,99,2027-11-10
onions,88,2027-11-11
bananas,79,2027-11-12
apples,97,2027-11-13
pasta,79,2027-11-14
chicken,92,2027-11-15
juice,53,2027-11-16
onions,51,2027-11-17
milk,97,2027-11-18
cookies,63,2027-11-19
cheese,55,2027-11-20
bread,31,2027-11-21
bananas,25,2027-11-22
juice,39,2027-11-23
tomatoes,50,2027-11-24
cheese,46,2027-11-25
soda,15,2027-11-26
cookies,67,2027-11-27
pasta,95,2027-11-28
tomatoes,78,2027-11-29
cheese,53,2027-11-30
bananas,45,2027-12-01
onions,94,2027-12-02
yogurt,68,2027-12-03
yogurt,74,2027-12-04
cookies,66,2027-12-05
soda,19,2027-12-06
apples,41,2027-12-07
onions,91,2027-12-08
cheese,19,2027-12-09
juice,19,2027-12-10
chocolate,53,2027-12-11
eggs,41,2027-12-12
chocolate,21,2027-12-13
pasta,16,2027-12-14
rice,61,2027-12-15
eggs,35,2027-12-16
bananas,84,2027-12-17
cookies,87,2027-12-18
cookies,29,2027-12-19
juice,7,2027-12-20
chicken,85,2027-12-21
pasta,46,2027-12-22
apples,97,2027-12-23
bananas,41,2027-12-24
juice,93,2027-12-25
carrots,87,2027-12-26
potatoes,30,2027-12-27
onions,25,2027-12-28
pasta,13,2027-12-29
carrots,93,2027-12-30
pasta,18,2027-12-31
carrots,3,2028-01-01
carrots,65,2028-01-02
rice,58,2028-01-03
rice,73,2028-01-04
chocolate,54,2028-01-05
chocolate,17,2028-01-06
rice,58,2028-01-07
pasta,42,2028-01-08
apples,64,2028-01-09
cereal,23,2028-01-10
chocolate,67,2028-01-11
cereal,39,2028-01-12
pasta,93,2028-01-13
milk,66,2028-01-14
milk,14,2028-01-15
apples,16,2028-01-16
bread,73,2028-01-17
bananas,19,2028-01-18
chicken,79,2028-01-19
bananas,84,2028-01-20
cereal,66,2028-01-21
juice,15,2028-01-22
chicken,58,2028-01-23
chicken,31,2028-01-24
cheese,1,2028-01-25
bread,19,2028-01-26
bananas,78,2028-01-27
bananas,38,2028-01-28
bread,6,2028-01-29
carrots,73,2028-01-30
bananas,30,2028-01-31
juice,48,2028-02-01
cheese,91,2028-02-02
carrots,56,2028-02-03
pasta,98,2028-02-04
milk,71,2028-02-05
yogurt,60,2028-02-06
juice,2,2028-02-07
rice,34,2028-02-08
potatoes,11,2028-02-09
tomatoes,22,2028-02-10
onions,2,2028-02-11
juice,82,2028-02-12
tomatoes,5,2028-02-13
cereal,89,2028-02-14
chicken,63,2028-02-15
bananas,51,2028-02-16
apples,88,2028-02-17
ice cream,49,2028-02-18
ice cream,72,2028-02-19
cookies,95,2028-02-20
cookies,76,2028-02-21
rice,20,2028-02-22
yogurt,41,2028-02-23
cheese,41,2028-02-24
rice,49,2028-02-25
soda,22,2028-02-26
bananas,72,2028-02-27
bread,80,2028-02-28
bread,19,2028-02-29
chicken,58,2028-03-01
chocolate,36,2028-03-02
pasta,37,2028-03-03
apples,31,2028-03-04
pasta,22,2028-03-05
milk,26,2028-03-06
cereal,96,2028-03-07
soda,96,2028-03-08
milk,68,2028-03-09
pasta,10,2028-03-10
juice,57,2028-03-11
rice,12,2028-03-12
soda,31,2028-03-13
rice,53,2028-03-14
soda,59,2028-03-15
tomatoes,73,2028-03-16
tomatoes,45,2028-03-17
yogurt,28,2028-03-18
chicken,25,2028-03-19
tomatoes,29,2028-03-20
chicken,77,2028-03-21
soda,83,2028-03-22
cereal,63,2028-03-23
ice cream,73,2028-03-24
ice cream,4,2028-03-25
apples,83,2028-03-26
apples,48,2028-03-27
ice cream,50,2028-03-28
soda,36,2028-03-29
milk,13,2028-03-30
yogurt,20,2028-03-31
cheese,16,2028-04-01
soda,81,2028-04-02
juice,33,2028-04-03
pasta,56,2028-04-04
chocolate,94,2028-04-05
eggs,46,2028-04-06
yogurt,44,2028-04-07
cereal,60,2028-04-08
carrots,10,2028-04-09
bananas,4,2028-04-10
bananas,36,2028-04-11
chicken,57,2028-04-12
apples,91,2028-04-13
rice,62,2028-04-14
pasta,19,2028-04-15
yogurt,58,2028-04-16
ice cream,10,2028-04-17
cereal,43,2028-04-18
pasta,19,2028-04-19
bananas,45,2028-04-20
chicken,87,2028-04-21
chicken,99,2028-04-22
juice,72,2028-04-23
ice cream,78,2028-04-24
onions,76,2028-04-25
eggs,88,2028-04-26
carrots,22,2028-04-27
rice,58,2028-04-28
rice,33,2028-04-29
cereal,90,2028-04-30
carrots,56,2028-05-01
tomatoes,60,2028-05-02
cookies,46,2028-05-03
juice,68,2028-05-04
juice,40,2028-05-05
potatoes,19,2028-05-06
pasta,66,2028-05-07
chocolate,81,2028-05-08
soda,89,2028-05-09
juice,17,2028-05-10
cookies,64,2028-05-11
chocolate,25,2028-05-12
eggs,92,2028-05-13
ice cream,30,2028-05-14
potatoes,11,2028-05-15
milk,39,2028-05-16
juice,10,2028-05-17
apples,16,2028-05-18
carrots,24,2028-05-19
rice,84,2028-05-20
ice cream,83,2028-05-21
chicken,30,2028-05-22
milk,98,2028-05-23
chocolate,93,2028-05-24
carrots,20,2028-05-25
cheese,86,2028-05-26
potatoes,77,2028-05-27
bread,31,2028-05-28
chocolate,68,2028-05-29
carrots,5,2028-05-30
eggs,9,2028-05-31
pasta,72,2028-06-01
chicken,99,2028-06-02
cheese,7,2028-06-03
bananas,63,2028-06-04
milk,49,2028-06-05
onions,36,2028-06-06
yogurt,53,2028-06-07
rice,63,2028-06-08
cereal,88,2028-06-09
ice cream,30,2028-06-10
chocolate,43,2028-06-11
potatoes,41,2028-06-12
tomatoes,60,2028-06-13
cheese,11,2028-06-14
milk,21,2028-06-15
onions,57,2028-06-16
ice cream,21,2028-06-17
cheese,79,2028-06-18
soda,41,2028-06-19
cereal,89,2028-06-20
bananas,83,2028-06-21
eggs,76,2028-06-22
onions,36,2028-06-23
ice cream,88,2028-06-24
milk,83,2028-06-25
potatoes,69,2028-06-26
onions,57,2028-06-27
onions,19,2028-06-28
carrots,41,2028-06-29
soda,98,2028-06-30
bananas,33,2028-07-01
bread,1,2028-07-02
milk,52,2028-07-03
rice,47,2028-07-04
cereal,57,2028-07-05
pasta,46,2028-07-06
rice,50,2028-07-07
rice,18,2028-07-08
bread,37,2028-07-09
chicken,52,2028-07-10
rice,75,2028-07-11
milk,16,2028-07-12
apples,48,2028-07-13
yogurt,11,2028-07-14
carrots,54,2028-07-15
bananas,52,2028-07-16
yogurt,49,2028-07-17
soda,56,2028-07-18
apples,89,2028-07-19
apples,2,2028-07-20
cereal,39,2028-07-21
bananas,14,2028-07-22
rice,18,2028-07-23
potatoes,52,2028-07-24
cookies,91,2028-07-25
cheese,53,2028-07-26
juice,97,2028-07-27
bread,32,2028-07-28
chocolate,54,2028-07-29
cereal,4,2028-07-30
tomatoes,35,2028-07-31
tomatoes,21,2028-08-01
rice,39,2028-08-02
chocolate,71,2028-08-03
milk,33,2028-08-04
eggs,16,2028-08-05
potatoes,88,2028-08-06
cheese,45,2028-08-07
ice cream,82,2028-08-08
cookies,87,2028-08-09
eggs,11,2028-08-10
chicken,42,2028-08-11
bananas,99,2028-08-12
bananas,8,2028-08-13
carrots,85,2028-08-14
juice,66,2028-08-15
cheese,81,2028-08-16
chicken,18,2028-08-17
carrots,5,2028-08-18
onions,97,2028-08-19
eggs,76,2028-08-20
soda,39,2028-08-21
apples,73,2028-08-22
chocolate,16,2028-08-23
cereal,1,2028-08-24
eggs,34,2028-08-25
pasta,11,2028-08-26
bananas,38,2028-08-27
pasta,8,2028-08-28
apples,66,2028-08-29
tomatoes,89,2028-08-30
onions,9,2028-08-31
cookies,43,2028-09-01
soda,21,2028-09-02
apples,96,2028-09-03
onions,52,2028-09-04
apples,19,2028-09-05
bread,34,2028-09-06
ice cream,16,2028-09-07
juice,26,2028-09-08
apples,93,2028-09-09
onions,26,2028-09-10
potatoes,55,2028-09-11
juice,78,2028-09-12
apples,25,2028-09-13
potatoes,71,2028-09-14
potatoes,1,2028-09-15
apples,30,2028-09-16
chicken,36,2028-09-17
juice,85,2028-09-18
pasta,34,2028-09-19
bread,27,2028-09-20
cookies,28,2028-09-21
bananas,51,2028-09-22
soda,84,2028-09-23
cereal,52,2028-09-24
chocolate,22,2028-09-25
cookies,68,2028-09-26
eggs,97,2028-09-27
cereal,48,2028-09-28
cookies,74,2028-09-29
apples,46,2028-09-30
chocolate,51,2028-10-01
carrots,32,2028-10-02
ice cream,42,2028-10-03
yogurt,43,2028-10-04
onions,89,2028-10-05
chicken,80,2028-10-06
cookies,63,2028-10-07
ice cream,16,2028-10-08
rice,51,2028-10-09
milk,36,2028-10-10
juice,44,2028-10-11
bread,13,2028-10-12
onions,69,2028-10-13
soda,31,2028-10-14
carrots,24,2028-10-15
bread,24,2028-10-16
potatoes,59,2028-10-17
cereal,65,2028-10-18
cookies,25,2028-10-19
cereal,66,2028-10-20
bananas,88,2028-10-21
rice,99,2028-10-22
ice cream,7,2028-10-23
cookies,62,2028-10-24
potatoes,67,2028-10-25
milk,14,2028-10-26
pasta,90,2028-10-27
juice,9,2028-10-28
bread,27,2028-10-29
pasta,24,2028-10-30
cheese,18,2028-10-31
bananas,79,2028-11-01
milk,80,2028-11-02
cheese,15,2028-11-03
cookies,88,2028-11-04
pasta,67,2028-11-05
ice cream,12,2028-11-06
bread,11,2028-11-07
bread,99,2028-11-08
potatoes,33,2028-11-09
eggs,71,2028-11-10
onions,44,2028-11-11
chicken,12,2028-11-12
chocolate,67,2028-11-13
bread,83,2028-11-14
cookies,81,2028-11-15
chocolate,39,2028-11-16
ice cream,86,2028-11-17
chocolate,31,2028-11-18
chicken,68,2028-11-19
carrots,74,2028-11-20
eggs,69,2028-11-21
cookies,59,2028-11-22
rice,55,2028-11-23
bananas,9,2028-11-24
bananas,15,2028-11-25
cereal,72,2028-11-26
ice cream,19,2028-11-27
chocolate,40,2028-11-28
soda,74,2028-11-29
carrots,90,2028-11-30
cheese,54,2028-12-01
apples,4,2028-12-02
chocolate,3,2028-12-03
pasta,75,2028-12-04
bananas,45,2028-12-05
yogurt,57,2028-12-06
soda,92,2028-12-07
