itemDescription,Member_number,Date
potatoes,39,2027-09-15
soda,1,2032-09-09
tomatoes,36,2032-08-15
apples,97,2023-03-16
bread,55,2032-03-03
onions,44,2027-08-13
cookies,52,2035-03-24
chicken,71,2033-06-12
onions,93,2036-01-02
bread,89,2028-02-14
juice,13,2031-03-15
potatoes,87,2031-02-03
chicken,43,2028-10-04
bananas,74,2023-05-25
ice cream,36,2033-05-08
potatoes,79,2033-12-28
yogurt,15,2031-01-28
apples,30,2028-09-16
rice,40,2034-04-05
chicken,72,2035-09-28
milk,36,2032-05-03
eggs,19,2030-07-23
soda,63,2023-08-23
bananas,81,2023-12-15
apples,43,2024-06-24
apples,77,2027-01-09
carrots,5,2025-03-24
carrots,44,2029-10-05
chicken,27,2035-04-22
soda,39,2025-06-21
cheese,66,2028-10-20
bananas,33,2028-12-17
rice,85,2023-12-04
cookies,93,2027-12-30
chocolate,81,2034-11-02
cheese,41,2025-06-02
bananas,6,2033-10-13
rice,47,2031-04-15
ice cream,66,2025-05-19
apples,97,2034-06-21
carrots,7,2032-03-27
cheese,94,2030-01-11
milk,69,2027-01-05
chicken,45,2033-05-14
chicken,64,2026-08-25
bread,2,2028-12-25
cheese,33,2033-12-09
potatoes,75,2036-06-13
potatoes,3,2026-12-01
chocolate,56,2026-06-23
ice cream,10,2023-02-11
ice cream,70,2036-01-11
cereal,7,2036-05-14
eggs,80,2035-11-27
pasta,58,2026-07-18
ice cream,67,2031-04-30
apples,18,2035-11-22
bread,74,2034-01-01
tomatoes,97,2027-07-08
cereal,37,2035-12-30
chicken,5,2035-02-11
rice,23,2029-11-12
tomatoes,41,2027-10-07
soda,12,2030-09-19
chocolate,17,2026-12-30
juice,69,2025-02-18
pasta,52,2035-03-24
milk,83,2034-06-28
bananas,53,2027-07-06
soda,23,2032-07-30
tomatoes,41,2036-06-20
carrots,50,2032-05-08
apples,15,2025-12-28
bread,98,2025-03-16
cheese,61,2033-06-01
apples,82,2024-07-17
cheese,33,2029-06-14
bananas,45,2023-05-30
juice,91,2032-10-17
cookies,93,2035-12-10
chicken,22,2025-04-29
chocolate,37,2036-08-12
eggs,96,2025-02-13
juice,73,2033-03-25
bread,82,2035-03-19
ice cream,70,2023-02-14
juice,29,2032-07-19
eggs,20,2034-08-07
soda,20,2035-06-01
cereal,33,2024-06-15
cookies,52,2031-10-31
bananas,20,2027-03-11
soda,22,2028-03-05
juice,52,2034-05-13
soda,57,2032-12-19
eggs,32,2035-03-05
tomatoes,51,2023-05-13
chicken,3,2030-03-21
ice cream,14,2032-01-10
ice cream,79,2034-08-26
juice,75,2025-12-14
milk,62,2034-12-28
juice,28,2028-03-18
onions,85,2035-05-08
apples,71,2033-07-15
soda,46,2028-05-03
chocolate,8,2023-06-17
eggs,40,2027-05-02
bananas,29,2029-03-09
bananas,87,2033-04-21
tomatoes,12,2027-06-21
cheese,30,2028-05-14
juice,8,2036-07-02
chocolate,14,2023-03-15
carrots,45,2026-02-05
chocolate,13,2025-09-14
apples,26,2032-07-26
cereal,86,2035-05-21
apples,26,2029-03-15
bananas,47,2023-07-29
tomatoes,58,2026-08-17
milk,35,2031-12-29
tomatoes,81,2036-04-14
cookies,96,2027-07-17
bananas,20,2029-08-09
potatoes,79,2023-10-01
eggs,22,2030-02-10
milk,53,2027-03-14
carrots,56,2032-05-01
juice,95,2026-01-30
cereal,51,2025-07-31
chicken,72,2023-04-26
onions,15,2035-06-05
chicken,29,2027-06-12
cereal,37,2036-03-23
pasta,77,2033-10-22
tomatoes,13,2025-09-14
tomatoes,81,2028-04-02
onions,69,2029-02-12
onions,30,2034-05-18
carrots,90,2033-11-26
chicken,9,2024-10-04
tomatoes,47,2027-03-10
chicken,44,2035-03-31
potatoes,33,2032-07-22
chocolate,64,2024-12-07
milk,41,2035-07-20
apples,23,2033-11-10
cookies,33,2034-02-27
bread,88,2035-10-21
apples,3,2034-09-21
cookies,93,2035-12-10
eggs,60,2032-12-12
ice cream,66,2024-02-15
apples,36,2025-08-17
chicken,89,2027-09-17
milk,87,2031-06-18
soda,67,2027-04-15
yogurt,36,2028-03-02
carrots,14,2030-09-12
yogurt,84,2031-01-25
chicken,79,2036-05-12
soda,79,2032-01-18
yogurt,49,2029-06-25
chicken,34,2031-03-14
onions,27,2027-04-29
cookies,18,2031-06-30
chicken,29,2033-01-08
carrots,77,2028-03-21
tomatoes,70,2036-01-11
juice,77,2035-07-24
milk,94,2035-03-30
apples,80,2036-01-23
onions,35,2035-02-18
milk,54,2023-12-07
milk,49,2031-01-06
chicken,55,2033-09-17
bread,17,2025-05-30
tomatoes,59,2026-10-18
carrots,51,2030-07-16
soda,41,2028-06-29
juice,65,2036-03-11
eggs,61,2032-05-18
tomatoes,9,2033-03-31
bread,92,2035-11-05
onions,92,2025-02-16
eggs,2,2025-08-15
onions,64,2036-06-07
yogurt,48,2025-03-29
tomatoes,54,2030-09-30
chicken,18,2036-07-07
bananas,83,2034-01-21
milk,50,2027-05-28
yogurt,52,2029-12-03
potatoes,79,2033-08-11
tomatoes,39,2032-04-09
carrots,77,2027-09-26
bananas,14,2029-12-27
rice,47,2025-09-06
bananas,75,2026-08-30
bread,55,2023-08-24
ice cream,62,2035-05-20
tomatoes,17,2024-11-03
carrots,40,2036-04-21
cereal,86,2026-12-13
pasta,62,2035-12-27
juice,3,2023-02-06
onions,19,2032-05-19
ice cream,78,2024-11-13
chocolate,48,2026-07-07
bananas,77,2031-03-20
chicken,16,2028-04-01
rice,11,2031-07-18
soda,33,2023-04-04
cheese,3,2027-10-12
eggs,19,2029-08-23
bananas,81,2033-11-15
juice,28,2030-08-09
chocolate,19,2032-05-19
pasta,62,2024-12-20
apples,15,2036-08-05
yogurt,43,2035-08-20
onions,22,2030-12-08
pasta,35,2027-12-16
eggs,73,2036-01-27
pasta,32,2024-12-05
eggs,87,2025-03-01
chocolate,73,2031-11-26
carrots,68,2035-02-21
eggs,34,2029-11-18
apples,41,2028-06-29
milk,55,2030-04-16
rice,40,2034-04-05
eggs,81,2030-06-15
apples,20,2031-08-01
cereal,83,2024-10-01
cereal,62,2024-01-25
bread,28,2027-03-31
cookies,17,2035-10-27
cereal,7,2027-06-13
carrots,99,2025-08-19
tomatoes,88,2036-08-07
eggs,38,2026-08-16
yogurt,22,2027-06-08
potatoes,22,2033-01-06
bananas,85,2035-02-01
eggs,82,2029-05-01
cookies,86,2030-02-25
cereal,45,2028-12-05
carrots,75,2029-09-29
cookies,17,2024-11-03
cheese,45,2024-07-26
milk,50,2026-12-07
soda,35,2030-09-08
onions,62,2024-01-01
cookies,6,2025-11-20
cereal,72,2033-09-11
rice,67,2031-06-12
bread,7,2026-12-08
apples,84,2027-01-10
tomatoes,70,2032-05-05
onions,15,2035-06-05
eggs,25,2025-01-29
cereal,36,2034-06-27
bananas,5,2030-07-24
chocolate,60,2032-10-08
cookies,94,2023-10-25
cereal,95,2026-03-09
rice,49,2033-04-04
chocolate,52,2033-09-07
chocolate,13,2034-08-05
bananas,97,2034-03-08
bread,4,2023-03-19
chicken,99,2035-05-23
eggs,51,2034-09-28
yogurt,2,2034-01-04
cheese,65,2026-09-26
bananas,57,2034-05-24
chicken,51,2033-05-18
ice cream,13,2035-04-08
chocolate,57,2024-05-15
bread,52,2026-05-28
pasta,20,2033-03-24
cheese,80,2029-02-01
yogurt,71,2032-12-28
bananas,41,2027-12-12
eggs,19,2029-02-05
chocolate,48,2035-04-28
eggs,35,2025-10-25
yogurt,87,2031-02-03
cereal,54,2034-09-13
soda,2,2029-12-21
ice cream,12,2036-08-21
pasta,18,2029-06-08
chicken,28,2031-10-25
ice cream,86,2023-08-04
ice cream,96,2024-08-31
eggs,13,2034-10-11
chocolate,30,2032-01-31
onions,40,2026-12-21
milk,93,2032-11-29
yogurt,7,2030-05-11
bananas,85,2027-12-21
milk,11,2029-01-04
carrots,53,2033-06-20
juice,12,2028-03-12
soda,20,2024-06-22
cereal,10,2033-11-22
chicken,63,2033-01-30
bananas,53,2030-02-11
ice cream,64,2023-06-21
soda,70,2036-03-09
yogurt,47,2032-08-18
onions,47,2033-10-18
cereal,55,2031-03-04
cookies,93,2029-11-25
ice cream,22,2032-02-11
carrots,47,2026-02-08
juice,1,2035-04-12
cheese,69,2025-02-18
cheese,34,2025-11-25
cheese,91,2030-12-23
cereal,79,2036-04-03
tomatoes,6,2026-09-25
chicken,8,2035-08-16
bread,25,2031-05-19
tomatoes,59,2024-10-29
bread,61,2034-07-21
cereal,55,2032-08-30
ice cream,86,2029-06-26
bread,51,2030-07-16
carrots,50,2032-05-08
chocolate,50,2030-05-29
chocolate,47,2035-07-06
cheese,87,2034-04-26
yogurt,66,2027-04-25
ice cream,40,2028-05-05
juice,38,2029-05-05
tomatoes,46,2026-12-04
apples,65,2023-08-25
rice,38,2028-12-27
cheese,16,2028-05-18
cookies,11,2026-10-30
bread,10,2024-02-24
chocolate,80,2034-04-14
onions,19,2036-02-02
milk,4,2034-03-07
chicken,78,2031-10-15
chocolate,32,2024-04-07
potatoes,81,2028-05-08
ice cream,46,2027-12-22
soda,13,2023-08-07
eggs,13,2027-10-18
bread,57,2033-12-25
juice,40,2034-04-05
eggs,17,2024-11-03
soda,34,2024-09-26
bananas,14,2028-01-15
onions,93,2024-07-21
cereal,47,2025-09-06
ice cream,43,2036-02-26
cereal,47,2033-10-18
potatoes,75,2032-01-20
chicken,15,2029-10-11
tomatoes,78,2034-01-06
apples,54,2032-01-25
tomatoes,51,2034-01-17
eggs,12,2036-06-10
carrots,14,2030-09-12
rice,8,2029-03-14
onions,29,2023-08-15
yogurt,87,2024-01-05
bananas,73,2031-11-26
eggs,23,2029-07-27
cereal,2,2033-07-04
chicken,99,2027-03-09
soda,26,2033-09-18
eggs,54,2035-12-31
apples,38,2032-09-22
cookies,40,2026-04-15
milk,35,2027-10-06
juice,80,2024-03-13
ice cream,50,2028-07-07
potatoes,93,2032-09-29
bread,22,2025-05-09
rice,90,2029-06-07
cheese,13,2027-10-10
rice,34,2024-09-26
juice,43,2036-04-28
pasta,10,2036-03-13
apples,54,2028-12-01
soda,22,2035-04-27
apples,32,2036-07-21
carrots,20,2026-12-03
soda,77,2027-09-26
bread,5,2032-09-24
bread,96,2027-05-25
apples,4,2029-03-18
onions,85,2032-03-23
ice cream,15,2029-10-11
chocolate,99,2024-06-28
ice cream,51,2034-09-28
chicken,5,2025-02-26
pasta,80,2025-11-10
milk,30,2035-04-06
soda,97,2024-11-20
onions,55,2035-03-04
bananas,10,2036-03-13
ice cream,44,2035-08-07
eggs,42,2023-08-19
carrots,5,2025-03-24
juice,95,2025-12-16
ice cream,52,2026-01-06
eggs,54,2030-09-30
apples,87,2027-12-18
chocolate,30,2027-02-14
cheese,17,2033-06-22
juice,43,2033-06-24
bananas,44,2025-02-19
rice,49,2030-11-21
milk,11,2026-04-06
pasta,35,2023-01-11
rice,16,2031-07-06
cereal,84,2034-08-25
potatoes,30,2027-12-27
onions,6,2030-10-23
soda,77,2024-10-11
potatoes,85,2035-04-29
tomatoes,26,2027-08-17
apples,74,2033-03-22
yogurt,49,2033-01-18
chicken,41,2029-02-10
apples,48,2028-07-13
ice cream,95,2036-05-17
carrots,81,2028-04-02
soda,44,2024-03-15
chocolate,58,2028-04-16
apples,35,2023-01-08
carrots,18,2035-06-20
rice,27,2033-11-11
rice,48,2023-10-31
chicken,22,2025-05-26
onions,24,2034-08-28
onions,85,2026-12-22
cookies,80,2033-10-23
eggs,53,2034-01-20
eggs,28,2030-04-26
cookies,31,2033-01-17
soda,8,2032-10-10
bananas,13,2029-10-21
onions,64,2031-04-21
apples,67,2023-06-10
yogurt,10,2033-06-28
rice,21,2026-06-07
juice,43,2036-04-28
cheese,82,2036-05-01
bread,85,2025-09-19
soda,75,2034-07-30
cookies,32,2027-08-24
soda,25,2026-03-30
milk,8,2030-10-05
potatoes,6,2028-01-29
apples,65,2035-08-18
pasta,62,2031-11-04
milk,27,2024-03-22
rice,51,2029-11-21
apples,93,2033-10-14
chocolate,56,2034-01-30
ice cream,7,2025-12-02
yogurt,68,2029-07-29
carrots,1,2023-09-11
ice cream,15,2025-09-22
pasta,54,2028-07-15
bread,9,2035-09-29
onions,39,2029-07-25
ice cream,39,2032-05-06
chocolate,23,2024-07-15
bananas,74,2025-02-21
cheese,69,2034-08-18
cheese,33,2029-06-14
juice,38,2029-05-05
pasta,24,2035-03-02
chicken,36,2033-05-08
carrots,54,2034-07-18
onions,39,2033-07-18
potatoes,71,2035-05-26
soda,42,2035-10-10
chicken,22,2035-11-02
pasta,48,2029-09-16
cheese,33,2031-12-19
potatoes,12,2023-10-07
ice cream,22,2024-12-09
cheese,79,2030-09-02
ice cream,48,2031-02-07
cheese,75,2025-06-13
apples,84,2033-04-27
tomatoes,26,2030-07-20
soda,69,2033-05-03
cereal,60,2031-03-13
ice cream,48,2028-09-28
bread,55,2024-02-12
chicken,22,2029-02-03
cookies,86,2027-01-11
bananas,92,2035-06-26
juice,12,2034-06-08
tomatoes,7,2027-06-13
rice,91,2027-06-11
soda,56,2023-05-15
rice,79,2032-06-29
cereal,84,2031-09-28
chicken,37,2036-03-23
apples,10,2029-12-22
cookies,94,2025-01-23
onions,74,2036-02-05
pasta,3,2032-08-27
rice,24,2023-11-09
bread,50,2023-03-24
cheese,10,2033-06-26
bananas,18,2029-04-01
apples,20,2035-06-01
pasta,86,2032-08-09
rice,39,2027-11-23
juice,60,2031-09-12
apples,82,2025-12-08
carrots,19,2027-12-09
chicken,32,2035-03-05
yogurt,96,2034-02-12
bread,30,2027-07-30
soda,7,2032-01-04
tomatoes,20,2028-02-22
rice,9,2029-09-01
juice,51,2030-02-23
juice,92,2030-05-10
chicken,45,2032-03-04
rice,12,2029-03-26
chicken,39,2032-12-22
pasta,77,2033-10-22
chicken,37,2032-03-30
potatoes,50,2034-03-13
chocolate,45,2036-03-31
ice cream,24,2026-08-31
carrots,54,2034-04-22
apples,26,2033-02-23
juice,76,2036-01-13
yogurt,92,2034-06-22
bread,51,2024-09-11
eggs,57,2031-12-23
soda,41,2031-12-25
eggs,30,2033-07-27
carrots,86,2032-06-04
carrots,88,2035-11-10
cereal,2,2034-06-06
milk,38,2023-09-07
juice,46,2026-07-11
tomatoes,81,2024-03-29
bread,80,2033-04-16
pasta,44,2036-07-10
juice,97,2034-06-21
bananas,10,2029-12-22
eggs,81,2025-08-14
apples,63,2029-01-29
ice cream,25,2024-05-20
potatoes,12,2028-11-06
cookies,2,2035-12-21
pasta,46,2035-02-03
yogurt,33,2031-02-05
cheese,34,2032-04-19
cheese,72,2030-06-20
cereal,61,2032-05-18
onions,87,2024-01-05
cheese,29,2024-04-17
bread,48,2029-09-16
cookies,11,2028-11-07
rice,48,2026-06-22
cheese,80,2034-08-29
soda,69,2029-02-12
apples,53,2025-06-25
carrots,2,2027-09-11
potatoes,76,2032-03-11
carrots,53,2028-07-26
cereal,77,2026-12-12
ice cream,56,2028-07-18
onions,30,2034-05-18
ice cream,84,2026-05-31
juice,16,2035-08-02
tomatoes,20,2023-08-01
rice,85,2032-03-23
apples,77,2027-01-25
ice cream,34,2034-04-11
bread,12,2033-02-20
soda,26,2033-10-08
cereal,63,2035-10-15
milk,59,2029-08-05
carrots,50,2032-03-17
eggs,30,2024-04-22
cereal,88,2030-06-28
apples,13,2032-07-18
potatoes,70,2029-07-31
onions,64,2026-08-04
ice cream,8,2030-10-05
cookies,46,2027-01-28
yogurt,48,2028-07-13
yogurt,12,2035-06-30
carrots,26,2026-09-13
chocolate,67,2024-08-27
chocolate,67,2033-03-18
ice cream,48,2030-06-26
potatoes,58,2027-04-17
carrots,27,2034-09-05
carrots,19,2024-11-07
bread,45,2032-05-27
carrots,69,2031-10-24
rice,42,2032-07-09
bananas,19,2031-11-08
chicken,78,2027-02-01
yogurt,68,2035-02-21
pasta,20,2033-03-24
ice cream,77,2030-05-12
carrots,97,2029-01-13
cereal,73,2033-07-14
onions,28,2023-09-09
onions,34,2029-12-15
onions,11,2024-06-07
apples,52,2035-11-18
bananas,11,2032-04-04
potatoes,3,2033-06-30
eggs,41,2033-07-17
milk,79,2025-05-22
chicken,4,2027-03-06
bananas,4,2026-07-31
juice,86,2031-08-28
bread,85,2024-12-01
yogurt,47,2027-03-10
cereal,17,2035-01-05
carrots,80,2023-11-17
tomatoes,87,2027-05-11
carrots,74,2031-01-10
cereal,97,2033-02-21
chicken,76,2023-04-19
ice cream,3,2023-09-24
carrots,45,2025-03-14
milk,92,2023-03-31
bananas,89,2032-01-17
ice cream,84,2025-01-13
cheese,17,2026-01-14
eggs,61,2024-06-26
chicken,92,2032-03-18
rice,32,2036-01-28
onions,88,2035-11-10
carrots,47,2032-12-09
cookies,57,2032-10-11
chicken,89,2036-07-12
yogurt,58,2028-03-01
cookies,58,2030-10-04
yogurt,42,2024-04-03
bread,72,2034-07-09
chicken,92,2035-06-26
cereal,53,2034-01-20
carrots,79,2023-10-01
bread,67,2028-01-11
chocolate,24,2030-07-06
bananas,24,2030-12-13
carrots,12,2026-05-26
ice cream,72,2034-10-08
eggs,59,2026-08-15
potatoes,27,2024-05-22
ice cream,25,2028-03-19
rice,93,2036-02-12
chocolate,41,2029-02-22
potatoes,59,2026-07-04
yogurt,41,2028-06-29
potatoes,74,2025-02-21
cereal,62,2023-08-30
cheese,74,2023-05-25
apples,94,2024-08-29
ice cream,22,2032-07-20
milk,18,2032-03-31
ice cream,68,2027-10-27
soda,56,2028-05-01
apples,30,2034-04-04
yogurt,33,2036-01-16
eggs,29,2030-04-07
onions,20,2030-09-18
apples,11,2033-05-16
cookies,64,2028-05-11
pasta,95,2024-09-05
bananas,89,2029-05-26
milk,56,2034-01-30
tomatoes,72,2030-06-20
bread,91,2034-06-07
ice cream,83,2028-03-26
carrots,41,2034-06-17
apples,86,2028-11-17
tomatoes,56,2036-08-25
bananas,85,2032-11-20
cookies,29,2033-01-08
cereal,73,2030-02-18
potatoes,69,2033-08-21
eggs,32,2035-03-05
carrots,55,2024-12-31
bananas,50,2035-09-26
pasta,46,2030-02-07
chocolate,90,2029-05-12
bread,40,2024-03-05
ice cream,50,2028-12-28
juice,53,2036-02-01
ice cream,12,2023-03-22
milk,10,2035-07-23
carrots,45,2026-02-27
yogurt,94,2029-09-07
ice cream,68,2029-12-16
milk,36,2033-12-31
cheese,25,2026-12-17
rice,94,2027-12-02
potatoes,49,2034-09-07
bananas,39,2024-06-01
bananas,86,2023-10-14
eggs,71,2034-07-15
apples,9,2032-03-12
milk,28,2023-07-02
eggs,68,2035-05-31
bananas,57,2026-03-06
bread,18,2024-08-30
soda,99,2036-07-25
juice,89,2023-04-21
juice,86,2034-09-04
onions,45,2034-08-31
juice,60,2034-07-10
carrots,98,2035-12-22
ice cream,80,2023-05-16
milk,10,2023-11-24
apples,34,2035-03-01
chocolate,65,2035-08-18
milk,1,2023-09-11
tomatoes,65,2027-06-09
potatoes,83,2032-11-09
yogurt,99,2025-05-04
eggs,83,2023-07-30
cookies,22,2032-10-06
onions,93,2036-01-02
bananas,3,2024-06-09
potatoes,91,2031-12-10
ice cream,39,2030-05-14
bread,39,2027-11-23
chicken,50,2030-11-28
chicken,12,2032-07-12
cheese,35,2026-01-24
bread,60,2036-01-25
chocolate,53,2027-03-05
carrots,16,2028-04-01
onions,2,2035-08-06
milk,68,2025-02-08
rice,7,2024-07-23
eggs,34,2029-12-15
tomatoes,19,2028-09-05
carrots,77,2034-06-18
cookies,28,2024-08-04
apples,78,2031-10-15
cereal,35,2026-03-10
pasta,24,2034-12-12
carrots,28,2023-07-02
eggs,29,2025-10-30
carrots,54,2027-04-21
chocolate,46,2034-10-27
eggs,79,2033-08-11
tomatoes,57,2032-12-19
soda,13,2031-09-15
yogurt,41,2033-12-18
rice,95,2027-08-26
potatoes,30,2032-09-30
juice,85,2028-08-14
bread,35,2026-05-27
chicken,23,2030-04-08
carrots,93,2027-12-25
ice cream,74,2032-06-05
chocolate,5,2033-07-10
ice cream,49,2033-10-11
cookies,71,2028-02-05
rice,98,2030-02-21
milk,22,2027-06-08
yogurt,79,2024-12-16
potatoes,63,2034-01-19
bread,36,2029-03-17
rice,16,2034-03-01
bananas,8,2027-08-23
cookies,27,2035-05-22
potatoes,82,2034-02-20
tomatoes,89,2029-03-24
carrots,54,2035-12-31
bananas,4,2023-05-12
yogurt,7,2025-04-18
chicken,62,2027-04-13
tomatoes,4,2031-08-24
milk,30,2036-03-10
chicken,2,2029-07-21
bananas,58,2027-04-17
juice,16,2027-02-08
juice,75,2026-08-30
rice,16,2025-06-01
yogurt,7,2028-10-23
juice,95,2034-05-20
bread,98,2023-12-08
apples,19,2033-03-21
chocolate,93,2026-05-08
apples,5,2024-02-10
apples,28,2033-06-08
milk,99,2034-12-10
cereal,50,2025-09-10
tomatoes,9,2024-10-04
soda,11,2027-03-21
soda,46,2023-01-23
rice,46,2024-09-28
cookies,47,2031-04-15
milk,3,2028-01-01
carrots,84,2026-10-17
ice cream,54,2034-02-09
juice,84,2033-04-07
yogurt,83,2032-11-09
eggs,17,2026-05-22
tomatoes,34,2033-12-20
ice cream,77,2031-06-17
milk,67,2032-10-16
potatoes,15,2025-01-30
chicken,61,2034-11-20
potatoes,8,2029-06-22
cheese,59,2033-05-15
ice cream,14,2034-08-11
juice,35,2026-05-27
potatoes,58,2035-05-14
carrots,76,2031-06-21
tomatoes,92,2023-07-03
ice cream,65,2032-10-05
eggs,26,2025-02-20
eggs,40,2031-01-21
cookies,96,2033-11-27
bread,11,2030-04-12
chocolate,87,2025-11-24
onions,93,2031-08-12
eggs,92,2033-09-30
potatoes,93,2032-10-02
onions,74,2032-06-05
milk,77,2027-01-25
cheese,12,2026-05-26
cheese,65,2026-09-26
bananas,27,2024-08-17
cookies,84,2026-01-22
rice,17,2026-11-09
soda,89,2028-06-20
potatoes,23,2023-11-07
soda,28,2033-06-08
apples,89,2030-04-03
tomatoes,19,2028-02-29
yogurt,73,2027-08-16
cookies,16,2025-01-04
rice,9,2034-10-30
bananas,2,2025-08-15
soda,46,2027-08-11
bananas,19,2026-01-11
chicken,36,2031-05-21
cheese,77,2030-05-12
bread,13,2025-09-30
juice,6,2034-06-19
pasta,6,2034-04-25
carrots,6,2025-07-12
bananas,30,2028-05-14
eggs,87,2023-12-16
chicken,55,2024-07-24
cereal,43,2024-02-06
pasta,99,2035-07-30
milk,76,2035-07-09
ice cream,31,2026-10-01
tomatoes,86,2029-11-10
onions,25,2035-05-28
onions,55,2024-02-12
bread,93,2028-01-13
cereal,45,2036-09-08
cheese,99,2032-09-13
pasta,9,2024-09-24
yogurt,61,2030-09-25
eggs,98,2034-11-04
ice cream,52,2035-04-23
bread,12,2033-09-20
eggs,34,2030-11-30
soda,29,2023-01-15
eggs,37,2024-01-11
carrots,66,2034-02-23
bananas,50,2030-11-28
cookies,53,2034-07-08
ice cream,97,2034-02-16
ice cream,11,2035-09-11
pasta,16,2028-09-07
bread,30,2030-12-29
cheese,69,2029-12-09
eggs,27,2023-10-19
bread,47,2027-03-02
pasta,96,2034-10-04
eggs,79,2035-07-13
carrots,37,2032-07-01
chicken,86,2023-12-25
tomatoes,52,2031-07-21
milk,27,2026-06-01
pasta,88,2035-02-02
milk,45,2024-07-26
potatoes,19,2029-10-17
milk,84,2036-06-15
chocolate,51,2024-09-11
ice cream,94,2027-09-05
cheese,77,2026-12-12
juice,62,2024-12-20
cookies,30,2023-01-05
milk,65,2025-08-21
chocolate,68,2029-11-23
eggs,44,2024-03-15
cheese,33,2024-01-03
soda,69,2027-06-17
yogurt,57,2024-05-15
rice,97,2034-02-13
cereal,62,2032-03-08
milk,93,2030-12-17
onions,29,2034-08-13
carrots,75,2025-11-07
carrots,41,2027-04-16
yogurt,39,2023-01-27
eggs,53,2027-07-15
chicken,37,2034-02-19
juice,90,2033-03-05
juice,68,2023-06-04
carrots,92,2032-06-21
ice cream,14,2032-01-10
cereal,35,2025-05-17
cookies,41,2024-02-27
pasta,8,2029-10-15
cheese,98,2024-05-11
juice,93,2027-11-02
chocolate,31,2034-12-30
carrots,78,2031-11-11
juice,86,2029-03-12
onions,54,2029-04-11
yogurt,18,2024-08-30
milk,81,2033-11-15
cookies,45,2026-02-05
ice cream,9,2027-10-23
cereal,78,2026-04-12
tomatoes,85,2030-03-25
apples,22,2035-11-02
apples,39,2027-09-15
carrots,76,2023-04-19
milk,69,2026-01-19
chicken,98,2024-10-08
milk,93,2030-12-17
milk,88,2028-10-21
soda,55,2034-08-23
bananas,81,2026-07-15
apples,11,2036-02-16
tomatoes,14,2026-09-02
ice cream,10,2036-03-13
onions,33,2029-06-14
chocolate,26,2025-09-18
bananas,34,2027-05-05
soda,63,2030-02-13
juice,36,2028-03-02
soda,89,2028-06-20
cookies,71,2029-01-07
cereal,8,2030-10-05
chocolate,22,2026-02-23
pasta,46,2030-02-12
onions,5,2028-02-13
potatoes,30,2027-02-14
ice cream,50,2028-07-07
juice,57,2033-11-24
apples,96,2035-03-25
juice,53,2033-07-16
soda,7,2031-11-07
bananas,3,2032-08-27
onions,17,2030-07-29
soda,22,2035-04-27
bananas,82,2028-08-08
soda,99,2032-09-13
chicken,81,2024-04-28
tomatoes,96,2034-02-12
cookies,5,2032-08-10
eggs,19,2029-01-30
eggs,99,2027-08-02
tomatoes,51,2035-01-31
bananas,84,2030-08-03
onions,29,2035-06-21
apples,41,2023-12-27
chocolate,55,2025-02-02
chocolate,62,2032-04-27
onions,79,2036-04-03
pasta,45,2027-12-01
soda,84,2027-06-20
bananas,66,2023-11-25
rice,64,2032-11-14
soda,5,2027-07-25
bread,10,2023-02-11
onions,75,2025-11-07
yogurt,52,2035-01-28
chocolate,17,2036-05-24
potatoes,11,2028-08-26
milk,97,2029-12-07
soda,74,2035-10-18
ice cream,98,2025-03-16
carrots,20,2034-06-05
bananas,18,2024-01-16
bread,3,2030-08-15
chicken,21,2035-07-08
eggs,43,2036-06-21
apples,10,2029-12-22
bananas,8,2024-09-16
apples,65,2031-08-25
milk,24,2035-03-02
apples,71,2033-06-17
yogurt,32,2034-05-29
tomatoes,59,2026-09-11
milk,54,2033-09-04
milk,28,2027-05-22
carrots,39,2030-05-14
ice cream,96,2034-12-13
cookies,20,2030-05-31
carrots,23,2035-12-04
cheese,62,2034-12-28
tomatoes,28,2032-02-24
bread,3,2025-03-04
chocolate,20,2035-01-24
pasta,58,2026-07-18
tomatoes,43,2036-03-03
potatoes,83,2026-11-01
cookies,53,2030-08-12
carrots,67,2031-07-31
bananas,98,2031-05-13
cookies,11,2028-11-07
cookies,23,2023-10-29
apples,55,2033-09-17
chocolate,20,2030-03-26
onions,75,2029-09-29
chocolate,27,2025-07-02
chocolate,19,2032-05-19
onions,54,2030-09-30
bananas,10,2028-03-10
potatoes,95,2035-07-25
chocolate,86,2032-08-09
potatoes,72,2030-12-22
rice,60,2025-02-22
yogurt,36,2025-08-23
tomatoes,84,2034-08-25
bananas,21,2023-01-31
yogurt,56,2029-01-16
bread,48,2028-03-27
eggs,88,2036-05-22
rice,46,2027-01-19
soda,42,2027-06-28
cookies,5,2033-03-10
chicken,32,2036-01-28
apples,92,2023-03-31
apples,86,2032-09-19
onions,11,2032-08-05
cereal,1,2028-09-15
eggs,48,2033-10-09
chicken,62,2032-04-27
pasta,9,2028-05-31
cereal,22,2030-03-19
carrots,80,2027-06-27
cereal,6,2024-04-15
cereal,79,2028-11-01
onions,77,2026-01-21
apples,10,2033-06-27
onions,29,2023-08-12
cereal,30,2024-03-16
rice,66,2030-02-16
bananas,62,2035-03-29
milk,56,2035-06-08
pasta,65,2031-08-25
yogurt,49,2035-04-04
onions,12,2026-02-04
chocolate,31,2035-11-16
juice,35,2030-10-07
juice,97,2029-12-07
onions,9,2028-08-31
cheese,47,2034-04-13
carrots,22,2024-12-09
